feature,coefficient
LOC111103066,-5.71267446657037
LOC111133512,1.5405409916437496
LOC111109496,-2.847884291731754
LOC111116766,2.1679040857435625
LOC111125640,3.838022732264438
LOC111102778,0.8568720027628354
INTERCEPT,-1.1599942387809303
