gene,coef
LOC111110104,2.802722186165007
LOC111131034,3.5986086331303517
LOC111120183,2.3948224291638915
LOC111106307,2.0218990545032103
LOC111121995,1.6585640286653516
LOC111136229,1.7654400944741415
Intercept,0.9961115982131414
