gene,mean_coef,median_coef,sd_coef,sign_pos_frac,sign_neg_frac,sign_zero_frac,min_coef,max_coef
LOC111103066,-6.316039490789737,-6.506467902796284,1.1049160870938946,0.0,1.0,0.0,-7.959822212733456,-3.6179784300496456
LOC111133512,3.4851819009788074,3.9372543672939666,1.1848204192041498,1.0,0.0,0.0,1.3151984823401943,4.786407606890932
LOC111109496,-3.013800276764898,-3.139528588460997,0.8798654537558555,0.0,1.0,0.0,-4.529037248004091,-0.10831558567260191
LOC111116766,-0.14146470171740197,-0.605971407076419,1.827114210167489,0.5,0.5,0.0,-2.2666110968428814,3.093628952283796
LOC111125640,1.9865535499523417,1.9821824766563714,1.434480811985451,0.8333333333333334,0.16666666666666666,0.0,-0.8864251714525826,4.242517987009165
LOC111102778,3.125959081727087,3.5503451336582343,1.408724777710927,1.0,0.0,0.0,0.6397538606501425,6.049178289672192
INTERCEPT,-1.2675778412030916,-1.439913644564107,0.7517879079081691,0.0,1.0,0.0,-2.289058065282066,-0.00030610714371403017
