feature,coefficient
LOC111103066,-5.110036162877002
LOC111133512,1.994449431063131
LOC111109496,-1.3625704914724934
LOC111116766,2.1403833125611675
LOC111125640,3.5830420616243392
LOC111102778,1.1474192567162211
INTERCEPT,-0.17937857862974876
