feature,coefficient
LOC111110104,-0.2185455910155221
LOC111131034,0.3379821877660083
LOC111120183,-0.335654748357692
LOC111106307,0.3483654173833242
LOC111121995,0.2445283657082192
LOC111136229,0.24021230565622995
INTERCEPT,0.056598568952288555
