feature,coefficient
LOC111103896,-0.6448761974725201
LOC111102778,0.02297684713353673
LOC111101829,0.8174790193457344
LOC111128352,-0.3944096613649915
LOC111099596,-0.8674246839992332
LOC111124800,-0.48523750966101137
INTERCEPT,0.025834446968924032
