Sample,infection,BREED,treatment,Trait,tissue,collection_time,Collection_Date,BioProject,Gene,Count,log_CPM
SRX7656966,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,2570,52.975520255525055,1.7240752304700289
SRX7656965,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,2570,0.0,
SRX7656964,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,2570,88.9802875947892,1.9492938051053064
SRX7656963,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,2570,0.0,
SRX7656962,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,2570,106.71614322802958,2.028230121247778
SRX7656961,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,2570,0.0,
SRX7656960,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,2570,67.69808029671508,1.830576353642837
SRX7656959,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,2570,358.5060901074437,2.554496537626111
SRX7656958,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,2570,342.1146497830447,2.534171671623572
SRX7656957,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,2570,102.33722226556928,2.0100336247612955
SRX13037871,,,Control,sensitive,gill,0.0,,PRJNA778545,2570,2.1026760950628645,0.3227723773173209
SRX13037870,,,Control,sensitive,gill,24.0,,PRJNA778545,2570,3.2510648697146536,0.5120256352229942
SRX13037869,,,Control,sensitive,gill,3.0,,PRJNA778545,2570,8.42254174685479,0.9254431722662466
SRX13037868,,,Injection,sensitive,gill,24.0,,PRJNA778545,2570,3.9988132071314655,0.6019311178102538
SRX13037867,,,Injection,sensitive,gill,3.0,,PRJNA778545,2570,3.413196829434422,0.5331613335386586
SRX13037866,,,Control,tolerant,gill,0.0,,PRJNA778545,2570,15.528641549767112,1.1911334651783592
SRX13037865,,,Control,tolerant,gill,24.0,,PRJNA778545,2570,7.091176131054174,0.8507182725406557
SRX13037864,,,Control,tolerant,gill,3.0,,PRJNA778545,2570,11.252522803814271,1.051249901731438
SRX13037863,,,Injection,tolerant,gill,24.0,,PRJNA778545,2570,13.481477861860187,1.1297375028870256
SRX13037862,,,Injection,tolerant,gill,3.0,,PRJNA778545,2570,13.613916802070104,1.1339830921983383
SRX9845543,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,6/26/2015,PRJNA691949,2570,0.0,
SRX9845542,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,2570,0.0,
SRX9845541,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,2570,0.0,
SRX9845540,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,6/26/2015,PRJNA691949,2570,0.0,
SRX9845539,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,2570,0.0,
SRX9845534,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,2570,0.0,
SRX9845523,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,2570,0.0,
SRX9845512,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,2570,0.0,
SRX9845511,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,2570,0.0,
SRX9845510,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,6/26/2015,PRJNA691949,2570,0.0,
SRX9845509,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,2570,0.0,
SRX9845508,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,2570,0.0,
SRX9845507,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,2570,0.0,
SRX9845506,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,2570,0.0,
SRX9845505,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,2570,0.0,
SRX9845504,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,6/26/2015,PRJNA691949,2570,0.0,
SRX9845503,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,2570,0.0,
SRX9845502,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,2570,0.0,
SRX9845501,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,2570,0.0,
SRX9845500,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,2570,0.0,
SRX9845538,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,7/1/2015,PRJNA691949,2570,0.0,
SRX9845537,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/26/2015,PRJNA691949,2570,0.0,
SRX9845536,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/26/2015,PRJNA691949,2570,0.0,
SRX9845535,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/26/2015,PRJNA691949,2570,0.0,
SRX9845533,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/24/2015,PRJNA691949,2570,0.0,
SRX9845532,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/24/2015,PRJNA691949,2570,0.0,
SRX9845531,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/24/2015,PRJNA691949,2570,0.0,
SRX9845530,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,2570,0.0,
SRX9845529,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,2570,0.0,
SRX9845528,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,2570,0.0,
SRX9845527,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,2570,0.0,
SRX9845526,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,2570,0.0,
SRX9845525,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,2570,0.0,
SRX9845524,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,2570,0.0,
SRX9845522,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,2570,0.0,
SRX9845521,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,2570,0.0,
SRX9845520,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/24/2015,PRJNA691949,2570,0.0,
SRX9845519,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/24/2015,PRJNA691949,2570,0.0,
SRX9845518,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/24/2015,PRJNA691949,2570,0.0,
SRX9845517,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,7/22/2015,PRJNA691949,2570,0.0,
SRX9845516,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,7/22/2015,PRJNA691949,2570,0.0,
SRX9845515,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,7/22/2015,PRJNA691949,2570,0.0,
SRX9845514,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,7/1/2015,PRJNA691949,2570,0.0,
SRX9845513,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,7/1/2015,PRJNA691949,2570,0.0,
SRX18040064,,ABC_VIMS_Family_2017084,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,3245,956.8312679264395,2.980835359021041
SRX18040063,,ABC_VIMS_Family_2017084,Control,tolerant,mantle,,6/20/2018,PRJNA894694,3245,144.35616402820298,2.1594353330472194
SRX18040062,,ABC_VIMS_Family_2017120,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,3245,2.5658418166884656,0.4092298787509541
SRX18040061,,ABC_VIMS_Family_2017120,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,3245,69.80960738598849,1.8439151955113602
SRX18040060,,ABC_VIMS_Family_2017090,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,3245,235.17032484094509,2.371382519058357
SRX18040059,,ABC_VIMS_Family_2017120,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,3245,386.37127505681696,2.5870048311284486
SRX18040057,,ABC_VIMS_Family_2017090,Control,sensitive,mantle,,6/20/2018,PRJNA894694,3245,260.85112579641213,2.4163927154157427
SRX18040056,,ABC_VIMS_Family_2017089,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,3245,240.68068519777955,2.3814412392214424
SRX18040055,,ABC_VIMS_Family_2017084,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,3245,28.538603891440367,1.4554327236113545
SRX18040058,,ABC_VIMS_Family_2017090,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,3245,481.1248247502093,2.682257765910845
SRX18040054,,ABC_VIMS_Family_2017120,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,3245,480.9930970993131,2.6821388437060785
SRX18040053,,ABC_VIMS_Family_2017120,Control,sensitive,mantle,,6/20/2018,PRJNA894694,3245,572.7485122571359,2.7579639697612945
SRX18040052,,ABC_VIMS_Family_2017090,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,3245,766.3442197833343,2.8844238860471125
SRX18040051,,ABC_VIMS_Family_2017090,Control,sensitive,mantle,,6/20/2018,PRJNA894694,3245,460.23127783663574,2.662976130478347
SRX18040049,,ABC_VIMS_Family_2017090,Control,sensitive,mantle,,6/20/2018,PRJNA894694,3245,492.65066118933663,2.6925390699953042
SRX18040048,,ABC_VIMS_Family_2017089,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,3245,289.9908889463001,2.4623843532696283
SRX18040046,,ABC_VIMS_Family_2017120,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,3245,177.02349745004713,2.2480309168453636
SRX18040045,,ABC_VIMS_Family_2017090,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,3245,211.30096156235052,2.3249014733905655
SRX18040044,,ABC_VIMS_Family_2017090,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,3245,482.57960877344976,2.6835689670044567
SRX18040047,,ABC_VIMS_Family_2017089,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,3245,377.6662486291013,2.5771081744248248
SRX18040043,,ABC_VIMS_Family_2017089,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,3245,176.47104950066418,2.2466734685149325
SRX18040042,,ABC_VIMS_Family_2017089,Control,tolerant,mantle,,6/20/2018,PRJNA894694,3245,789.749493647281,2.897489356126712
SRX18040041,,ABC_VIMS_Family_2017084,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,3245,341.6979565937529,2.5336423816588423
SRX18040040,,ABC_VIMS_Family_2017084,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,3245,459.89535427320334,2.6626590224818374
SRX18040038,,ABC_VIMS_Family_2017120,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,3245,483.5649757009198,2.6844548376588206
SRX18040037,,ABC_VIMS_Family_2017090,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,3245,435.0025009385634,2.638491753829799
SRX18040036,,ABC_VIMS_Family_2017084,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,3245,411.7489880712112,2.6146325405057165
SRX18040039,,ABC_VIMS_Family_2017120,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,3245,127.82918183995888,2.1066300092633194
SRX18040035,,ABC_VIMS_Family_2017090,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,3245,467.7128657005778,2.6699793165108483
SRX18040034,,ABC_VIMS_Family_2017089,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,3245,302.6252221066444,2.4809051211929685
SRX18040033,,ABC_VIMS_Family_2017089,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,3245,702.815014204364,2.846841030735118
SRX18040032,,ABC_VIMS_Family_2017084,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,3245,171.58676701498595,2.2344837914732145
SRX18040030,,ABC_VIMS_Family_2017120,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,3245,117.08784383289512,2.0685118085622087
SRX18040029,,ABC_VIMS_Family_2017120,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,3245,112.6487093294473,2.051726220167172
SRX18040028,,ABC_VIMS_Family_2017090,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,3245,286.09969575100564,2.456517395960699
SRX18040031,,ABC_VIMS_Family_2017084,Control,tolerant,mantle,,6/20/2018,PRJNA894694,3245,304.21028650642575,2.483173895112931
SRX18040027,,ABC_VIMS_Family_2017089,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,3245,164.65212159875452,2.21656733111653
SRX18040026,,ABC_VIMS_Family_2017084,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,3245,273.61071753275223,2.437133105015079
SRX18040025,,ABC_VIMS_Family_2017084,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,3245,384.8746580936577,2.5853193161026056
SRX18040050,,ABC_VIMS_Family_2017089,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,3245,1100.6578750805918,3.0416523452617144
SRX18040006,,ABC_VIMS_Family_2017089,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,3245,723.7849254300144,2.859609533634383
SRX18040024,,ABC_VIMS_Family_2017120,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,3245,105.81081403447122,2.024530055558299
SRX18040023,,ABC_VIMS_Family_2017120,Control,sensitive,mantle,,6/20/2018,PRJNA894694,3245,730.2410899426353,2.8634662666214803
SRX18040022,,ABC_VIMS_Family_2017090,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,3245,239.12933487737777,2.378632855889554
SRX18040021,,ABC_VIMS_Family_2017090,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,3245,120.63869720327266,2.081486638534943
SRX18040020,,ABC_VIMS_Family_2017089,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,3245,234.231456325207,2.369645218623144
SRX18040019,,ABC_VIMS_Family_2017089,Control,tolerant,mantle,,6/20/2018,PRJNA894694,3245,585.9484699552262,2.767859424553729
SRX18040018,,ABC_VIMS_Family_2017084,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,3245,310.85332688885313,2.4925555197393656
SRX18040017,,ABC_VIMS_Family_2017089,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,3245,444.514385032911,2.6478858198379047
SRX18040016,,ABC_VIMS_Family_2017120,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,3245,48.505445868839146,1.6857905010354923
SRX18040015,,ABC_VIMS_Family_2017120,Control,sensitive,mantle,,6/20/2018,PRJNA894694,3245,531.8115148286207,2.7257577364787946
SRX18040014,,ABC_VIMS_Family_2017090,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,3245,403.62662119112593,2.6059798023991942
SRX18040013,,ABC_VIMS_Family_2017090,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,3245,311.6688987555646,2.493693466464364
SRX18040012,,ABC_VIMS_Family_2017089,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,3245,895.6189797411973,2.9521232884683255
SRX18040011,,ABC_VIMS_Family_2017089,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,3245,604.8262012571108,2.7816305966712362
SRX18040010,,ABC_VIMS_Family_2017089,Control,tolerant,mantle,,6/20/2018,PRJNA894694,3245,249.67188346375022,2.397369637489217
SRX18040009,,ABC_VIMS_Family_2017084,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,3245,306.24757591946485,2.4860726597596368
SRX18040008,,ABC_VIMS_Family_2017084,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,3245,1009.2266759951848,3.0039887213187786
SRX18040007,,ABC_VIMS_Family_2017120,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,3245,126.56870363460216,2.102326331913015
SRX18040005,,ABC_VIMS_Family_2017084,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,3245,171.43996368210952,2.234112066032716
SRX18040004,,ABC_VIMS_Family_2017084,Control,tolerant,mantle,,6/20/2018,PRJNA894694,3245,673.9850290884539,2.8286502498639794
SRX7656996,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656995,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,1.193183105328093,0.07670709541519448
SRX7656994,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656993,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656992,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656991,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656990,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656989,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656988,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656987,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,3245,0.922232702464406,-0.035159481717541435
SRX7656986,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656985,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656984,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656983,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656982,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656981,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656980,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656979,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656978,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,27.22947710892132,1.4350393016084002
SRX7656977,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656976,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656975,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656974,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656973,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,1.4157046712755554,0.15097266506808618
SRX7656972,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,1.4146572529044825,0.15065123052949922
SRX7656971,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656970,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656969,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656968,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656967,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656966,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656965,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656964,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,3245,0.9886698621643245,-0.00494870433401838
SRX7656963,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656962,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656961,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656960,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656959,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656958,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX7656957,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,3245,0.0,
SRX13037871,,,Control,sensitive,gill,0.0,,PRJNA778545,3245,0.0,
SRX13037870,,,Control,sensitive,gill,24.0,,PRJNA778545,3245,0.0,
SRX13037869,,,Control,sensitive,gill,3.0,,PRJNA778545,3245,1.7985172118680408,0.2549145983866929
SRX13037868,,,Injection,sensitive,gill,24.0,,PRJNA778545,3245,0.8762985574324427,-0.05734790324419007
SRX13037867,,,Injection,sensitive,gill,3.0,,PRJNA778545,3245,0.9503541220755735,-0.02211453723065924
SRX13037866,,,Control,tolerant,gill,0.0,,PRJNA778545,3245,0.0,
SRX13037865,,,Control,tolerant,gill,24.0,,PRJNA778545,3245,0.0,
SRX13037864,,,Control,tolerant,gill,3.0,,PRJNA778545,3245,0.0,
SRX13037863,,,Injection,tolerant,gill,24.0,,PRJNA778545,3245,0.0,
SRX13037862,,,Injection,tolerant,gill,3.0,,PRJNA778545,3245,0.0,
SRX9845543,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,6/26/2015,PRJNA691949,3245,51.426621921367506,1.711187997603361
SRX9845542,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,3245,133.36055363321506,2.125027389754496
SRX9845541,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,3245,104.1149359902454,2.017513036454326
SRX9845540,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,6/26/2015,PRJNA691949,3245,139.56772809259593,2.1447850090352256
SRX9845539,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,3245,117.8913427456773,2.071481914205978
SRX9845534,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,3245,92.39969744421309,1.9656705491581603
SRX9845523,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,3245,24.66553437930775,1.3920905288989343
SRX9845512,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,3245,70.9488509562045,1.8509453662850959
SRX9845511,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,3245,69.79555566985306,1.84382776919179
SRX9845510,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,6/26/2015,PRJNA691949,3245,33.940998677860684,1.5307246168238242
SRX9845509,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,3245,68.80189141047641,1.837600377448331
SRX9845508,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,3245,122.10045954916507,2.0867172985009104
SRX9845507,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,3245,101.62326342283217,2.0069931372754306
SRX9845506,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,3245,107.70076641673752,2.032218793821432
SRX9845505,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,3245,29.28671897706834,1.4666707199243616
SRX9845504,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,6/26/2015,PRJNA691949,3245,63.831793204582574,1.8050370450864879
SRX9845503,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,3245,38.8958079816645,1.5899027975073494
SRX9845502,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,3245,134.6203548560192,2.12911073101205
SRX9845501,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,3245,47.21944573800772,1.674120885022727
SRX9845500,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,3245,166.9091847528644,2.2224802358867572
SRX9845538,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,7/1/2015,PRJNA691949,3245,269.85920598864567,2.4311372381947205
SRX9845537,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/26/2015,PRJNA691949,3245,151.8430889284251,2.1813950299813003
SRX9845536,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/26/2015,PRJNA691949,3245,30.69531002275816,1.4870720241145308
SRX9845535,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/26/2015,PRJNA691949,3245,222.972957304603,2.3482521939649406
SRX9845533,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/24/2015,PRJNA691949,3245,203.19760979779235,2.3079185950600376
SRX9845532,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/24/2015,PRJNA691949,3245,245.3656281619782,2.3898137248739113
SRX9845531,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/24/2015,PRJNA691949,3245,404.8545781354183,2.607299054684713
SRX9845530,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,3245,336.82925696409154,2.527409807252253
SRX9845529,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,3245,370.60970905090875,2.568916792565182
SRX9845528,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,3245,210.34430968982906,2.3229307678208824
SRX9845527,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,3245,233.04203142817607,2.3674342573825786
SRX9845526,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,3245,236.226803448281,2.3733291732489623
SRX9845525,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,3245,416.11547263981157,2.619213864692631
SRX9845524,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,3245,248.1608161762784,2.3947332088232978
SRX9845522,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,3245,46.94484548256625,1.671587913931817
SRX9845521,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,3245,138.8842796122664,2.142653090489069
SRX9845520,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/24/2015,PRJNA691949,3245,222.17126800637044,2.3466878936997535
