feature,coefficient
LOC111110104,-0.9161982328728495
LOC111131034,-0.2458570387150406
LOC111120183,-0.8871044300122218
LOC111106307,1.098522804530399
LOC111121995,0.08213628424598993
LOC111136229,-0.5401347131847292
INTERCEPT,0.11876515733485589
