feature,coefficient
LOC111103066,-6.535780780479899
LOC111133512,3.764424431079286
LOC111109496,-4.529037248004091
LOC111116766,-1.6325728541089473
LOC111125640,1.9268815277235696
LOC111102778,5.160006566646075
INTERCEPT,-1.8988017142565574
