gene,selection_prob,mean_abs_coef_when_selected
LOC111101092,0.0,0.0
LOC111133061,0.0,0.0
LOC111111226,0.0,0.0
LOC111111879,0.0,0.0
LOC111099567,0.0,0.0
LOC111105833,0.0,0.0
LOC111133056,0.0,0.0
LOC111130990,0.0,0.0
LOC111099572,0.0,0.0
LOC111118148,0.0,0.0
LOC111103900,0.0,0.0
LOC111123529,0.0,0.0
LOC111103982,0.0,0.0
LOC111100916,0.0,0.0
LOC111099734,0.0,0.0
LOC111101678,0.0,0.0
LOC111112809,0.0,0.0
LOC111134211,0.0,0.0
LOC111106606,0.0,0.0
LOC111136310,0.0,0.0
LOC111121918,0.0,0.0
LOC111130387,0.0,0.0
LOC111133615,0.0,0.0
LOC111105982,0.0,0.0
LOC111134390,0.0,0.0
LOC111100946,0.0,0.0
LOC111137302,0.0,0.0
LOC111102467,0.0,0.0
LOC111105901,0.0,0.0
LOC111104342,0.0,0.0
LOC111130119,0.0,0.0
LOC111123858,0.0,0.0
LOC111099217,0.0,0.0
LOC111123082,0.0,0.0
LOC111118557,0.0,0.0
LOC111101644,0.0,0.0
LOC111119965,0.0,0.0
LOC111133096,0.0,0.0
LOC111108617,0.0,0.0
LOC111105570,0.0,0.0
LOC111133165,0.0,0.0
LOC111135441,0.0,0.0
LOC111104146,0.0,0.0
LOC111136551,0.0,0.0
LOC111129224,0.0,0.0
LOC111119245,0.0,0.0
LOC111104738,0.0,0.0
LOC111126660,0.0,0.0
LOC111126473,0.0,0.0
LOC111111814,0.0,0.0
LOC111128051,0.0,0.0
LOC111118983,0.0,0.0
LOC111129418,0.0,0.0
LOC111126396,0.0,0.0
LOC111100208,0.0,0.0
LOC111111017,0.0,0.0
LOC111111122,0.0,0.0
LOC111126447,0.0,0.0
LOC111117144,0.0,0.0
LOC111123586,0.0,0.0
LOC111099961,0.0,0.0
LOC111126094,0.0,0.0
LOC111119703,0.0,0.0
LOC111117609,0.0,0.0
LOC111104235,0.0,0.0
LOC111100120,0.0,0.0
LOC111100615,0.0,0.0
LOC111125102,0.0,0.0
LOC111124319,0.0,0.0
LOC111121603,0.0,0.0
LOC111107551,0.0,0.0
LOC111108718,0.0,0.0
LOC111133179,0.0,0.0
LOC111104584,0.0,0.0
LOC111119454,0.0,0.0
LOC111121524,0.0,0.0
LOC111101096,0.0,0.0
LOC111123434,0.0,0.0
LOC111104195,0.0,0.0
LOC111134479,0.0,0.0
LOC111105296,0.0,0.0
LOC111121017,0.0,0.0
LOC111116155,0.0,0.0
LOC111137160,0.0,0.0
LOC111099962,0.0,0.0
LOC111113363,0.0,0.0
LOC111135509,0.0,0.0
LOC111108602,0.0,0.0
LOC111113140,0.0,0.0
LOC111119603,0.0,0.0
LOC111109477,0.0,0.0
LOC111107553,0.0,0.0
LOC111130573,0.0,0.0
LOC111115089,0.0,0.0
LOC111121587,0.0,0.0
LOC111116983,0.0,0.0
LOC111132142,0.0,0.0
LOC111104599,0.0,0.0
LOC111104253,0.0,0.0
LOC111132099,0.0,0.0
LOC111114322,0.0,0.0
LOC111102641,0.0,0.0
LOC111122951,0.0,0.0
LOC111116301,0.0,0.0
LOC111133226,0.0,0.0
LOC111129905,0.0,0.0
LOC111137398,0.0,0.0
LOC111135301,0.0,0.0
LOC111123283,0.0,0.0
LOC111103176,0.0,0.0
LOC111129621,0.0,0.0
LOC111127627,0.0,0.0
LOC111134742,0.0,0.0
LOC111130279,0.0,0.0
LOC111133896,0.0,0.0
LOC111099745,0.0,0.0
LOC111120997,0.0,0.0
LOC111105103,0.0,0.0
LOC111108577,0.0,0.0
LOC111100735,0.0,0.0
LOC111099759,0.0,0.0
LOC111124800,0.0,0.0
LOC111127586,0.0,0.0
LOC111113885,0.0,0.0
LOC111115623,0.0,0.0
LOC111119638,0.0,0.0
LOC111118136,0.0,0.0
LOC111123292,0.0,0.0
LOC111126357,0.0,0.0
LOC111105308,0.0,0.0
LOC111114991,0.0,0.0
LOC111114089,0.0,0.0
LOC111135648,0.0,0.0
LOC111134064,0.0,0.0
LOC111110789,0.0,0.0
LOC111103124,0.0,0.0
LOC111105313,0.0,0.0
LOC111119489,0.0,0.0
LOC111125926,0.0,0.0
LOC111117201,0.0,0.0
LOC111136402,0.0,0.0
LOC111100212,0.0,0.0
LOC111132621,0.0,0.0
LOC111102777,0.0,0.0
LOC111105752,0.0,0.0
LOC111108791,0.0,0.0
LOC111125924,0.0,0.0
LOC111123926,0.0,0.0
LOC111121830,0.0,0.0
LOC111112174,0.0,0.0
LOC111116512,0.0,0.0
LOC111128816,0.0,0.0
LOC111125869,0.0,0.0
LOC111113914,0.0,0.0
LOC111115170,0.0,0.0
LOC111130949,0.0,0.0
LOC111131157,0.0,0.0
LOC111120704,0.0,0.0
LOC111104250,0.0,0.0
LOC111135368,0.0,0.0
LOC111118043,0.0,0.0
LOC111103881,0.0,0.0
LOC111105908,0.0,0.0
LOC111113424,0.0,0.0
LOC111130766,0.0,0.0
LOC111136635,0.0,0.0
LOC111120310,0.0,0.0
LOC111125181,0.0,0.0
LOC111109515,0.0,0.0
LOC111100246,0.0,0.0
LOC111108226,0.0,0.0
LOC111104925,0.0,0.0
LOC111132902,0.0,0.0
LOC111136613,0.0,0.0
LOC111110996,0.0,0.0
LOC111103055,0.0,0.0
LOC111102805,0.0,0.0
LOC111107406,0.0,0.0
LOC111103353,0.0,0.0
LOC111134952,0.0,0.0
LOC111138101,0.0,0.0
LOC111133322,0.0,0.0
LOC111127417,0.0,0.0
LOC111104922,0.0,0.0
LOC111128633,0.0,0.0
LOC111126033,0.0,0.0
LOC111135710,0.0,0.0
LOC111118969,0.0,0.0
LOC111110782,0.0,0.0
LOC111132329,0.0,0.0
LOC111103373,0.0,0.0
LOC111115574,0.0,0.0
LOC111123720,0.0,0.0
LOC111123764,0.0,0.0
LOC111135022,0.0,0.0
LOC111104351,0.0,0.0
LOC111103840,0.0,0.0
LOC111121088,0.0,0.0
LOC111118618,0.0,0.0
LOC111100541,0.0,0.0
LOC111117459,0.0,0.0
LOC111104391,0.0,0.0
LOC111128935,0.0,0.0
LOC111126765,0.0,0.0
LOC111106778,0.0,0.0
LOC111132312,0.0,0.0
LOC111131381,0.0,0.0
LOC111131230,0.0,0.0
LOC111132497,0.0,0.0
LOC111117042,0.0,0.0
LOC111105757,0.0,0.0
LOC111105920,0.0,0.0
LOC111118130,0.0,0.0
LOC111123710,0.0,0.0
LOC111132856,0.0,0.0
LOC111099861,0.0,0.0
LOC111106282,0.0,0.0
LOC111119160,0.0,0.0
LOC111138466,0.0,0.0
LOC111112136,0.0,0.0
LOC111113812,0.0,0.0
LOC111114646,0.0,0.0
LOC111111890,0.0,0.0
LOC111135554,0.0,0.0
LOC111100394,0.0,0.0
LOC111136748,0.0,0.0
LOC111123472,0.0,0.0
LOC111125684,0.0,0.0
LOC111118107,0.0,0.0
LOC111138507,0.0,0.0
LOC111108494,0.0,0.0
LOC111100783,0.0,0.0
LOC111125286,0.0,0.0
LOC111138409,0.0,0.0
LOC111101355,0.0,0.0
LOC111106250,0.0,0.0
LOC111137449,0.0,0.0
LOC111127085,0.0,0.0
LOC111105924,0.0,0.0
LOC111107426,0.0,0.0
LOC111137204,0.0,0.0
LOC111122125,0.0,0.0
LOC111102356,0.0,0.0
LOC111114992,0.0,0.0
LOC111130340,0.0,0.0
LOC111100033,0.0,0.0
LOC111125080,0.0,0.0
LOC111113890,0.0,0.0
LOC111130330,0.0,0.0
LOC111108096,0.0,0.0
LOC111102730,0.0,0.0
LOC111109681,0.0,0.0
LOC111108639,0.0,0.0
LOC111109925,0.0,0.0
LOC111137259,0.0,0.0
LOC111136540,0.0,0.0
LOC111132752,0.0,0.0
LOC111105061,0.0,0.0
LOC111133357,0.0,0.0
LOC111112251,0.0,0.0
LOC111118716,0.0,0.0
LOC111114484,0.0,0.0
LOC111099823,0.0,0.0
LOC111117220,0.0,0.0
LOC111115762,0.0,0.0
LOC111128021,0.0,0.0
LOC111138183,0.0,0.0
LOC111108739,0.0,0.0
LOC111127257,0.0,0.0
LOC111132378,0.0,0.0
LOC111104529,0.0,0.0
LOC111127195,0.0,0.0
LOC111099680,0.0,0.0
LOC111133672,0.0,0.0
LOC111107967,0.0,0.0
LOC111128874,0.0,0.0
LOC111113004,0.0,0.0
LOC111108057,0.0,0.0
LOC111123585,0.0,0.0
LOC111112614,0.0,0.0
LOC111109987,0.0,0.0
LOC111104438,0.0,0.0
LOC111135250,0.0,0.0
LOC111126988,0.0,0.0
LOC111103804,0.0,0.0
LOC111120090,0.0,0.0
LOC111116078,0.0,0.0
LOC111113413,0.0,0.0
LOC111108041,0.0,0.0
LOC111109714,0.0,0.0
LOC111134877,0.0,0.0
LOC111122677,0.0,0.0
LOC111107811,0.0,0.0
LOC111118133,0.0,0.0
LOC111101754,0.0,0.0
LOC111108013,0.0,0.0
LOC111117298,0.0,0.0
LOC111115520,0.0,0.0
LOC111112713,0.0,0.0
LOC111121743,0.0,0.0
LOC111134215,0.0,0.0
LOC111112822,0.0,0.0
LOC111127210,0.0,0.0
LOC111125511,0.0,0.0
LOC111108431,0.0,0.0
LOC111118183,0.0,0.0
LOC111118278,0.0,0.0
LOC111121634,0.0,0.0
LOC111135561,0.0,0.0
LOC111107300,0.0,0.0
LOC111109591,0.0,0.0
LOC111123688,0.0,0.0
LOC111130482,0.0,0.0
LOC111114997,0.0,0.0
LOC111101803,0.0,0.0
LOC111114633,0.0,0.0
LOC111125800,0.0,0.0
LOC111111134,0.0,0.0
LOC111133668,0.0,0.0
LOC111121065,0.0,0.0
LOC111137832,0.0,0.0
LOC111127959,0.0,0.0
LOC111121181,0.0,0.0
LOC111136775,0.0,0.0
LOC111099646,0.0,0.0
LOC111100056,0.0,0.0
LOC111117543,0.0,0.0
LOC111126299,0.0,0.0
LOC111114987,0.0,0.0
LOC111118269,0.0,0.0
LOC111133729,0.0,0.0
LOC111123788,0.0,0.0
LOC111137303,0.0,0.0
LOC111128863,0.0,0.0
LOC111129978,0.0,0.0
LOC111102290,0.0,0.0
LOC111119856,0.0,0.0
LOC111110965,0.0,0.0
LOC111107758,0.0,0.0
LOC111101134,0.0,0.0
LOC111122705,0.0,0.0
LOC111106366,0.0,0.0
LOC111104313,0.0,0.0
LOC111132830,0.0,0.0
LOC111102297,0.0,0.0
LOC111114717,0.0,0.0
LOC111130757,0.0,0.0
LOC111099800,0.0,0.0
LOC111127472,0.0,0.0
LOC111113349,0.0,0.0
LOC111123106,0.0,0.0
LOC111107835,0.0,0.0
LOC111102875,0.0,0.0
LOC111117606,0.0,0.0
LOC111126818,0.0,0.0
LOC111121479,0.0,0.0
LOC111101314,0.0,0.0
LOC111117760,0.0,0.0
LOC111119024,0.0,0.0
LOC111105635,0.0,0.0
LOC111099849,0.0,0.0
LOC111102790,0.0,0.0
LOC111119589,0.0,0.0
LOC111101789,0.0,0.0
LOC111132333,0.0,0.0
LOC111101489,0.0,0.0
LOC111112894,0.0,0.0
LOC111137440,0.0,0.0
LOC111135661,0.0,0.0
LOC111119094,0.0,0.0
LOC111102541,0.0,0.0
LOC111131034,0.0,0.0
LOC111128488,0.0,0.0
LOC111134538,0.0,0.0
LOC111112020,0.0,0.0
LOC111121424,0.0,0.0
LOC111104171,0.0,0.0
LOC111105522,0.0,0.0
LOC111110663,0.0,0.0
LOC111101143,0.0,0.0
LOC111109596,0.0,0.0
LOC111107425,0.0,0.0
LOC111105516,0.0,0.0
LOC111123503,0.0,0.0
LOC111137926,0.0,0.0
LOC111128611,0.0,0.0
LOC111130683,0.0,0.0
LOC111132646,0.0,0.0
LOC111103809,0.0,0.0
LOC111118702,0.0,0.0
LOC111137898,0.0,0.0
LOC111133213,0.0,0.0
LOC111129445,0.0,0.0
LOC111131320,0.0,0.0
LOC111103252,0.0,0.0
LOC111102595,0.0,0.0
LOC111127075,0.0,0.0
LOC111120569,0.0,0.0
LOC111135407,0.0,0.0
LOC111114820,0.0,0.0
LOC111120057,0.0,0.0
LOC111109599,0.0,0.0
LOC111130815,0.0,0.0
LOC111103104,0.0,0.0
LOC111132028,0.0,0.0
LOC111132737,0.0,0.0
LOC111100530,0.0,0.0
LOC111111366,0.0,0.0
LOC111104211,0.0,0.0
LOC111128731,0.0,0.0
LOC111128253,0.0,0.0
LOC111133275,0.0,0.0
LOC111135009,0.0,0.0
LOC111118616,0.0,0.0
LOC111127162,0.0,0.0
LOC111129280,0.0,0.0
LOC111134716,0.0,0.0
LOC111102081,0.0,0.0
LOC111122987,0.0,0.0
LOC111137052,0.0,0.0
LOC111123316,0.0,0.0
LOC111119865,0.0,0.0
LOC111107124,0.0,0.0
LOC111116784,0.0,0.0
LOC111114831,0.0,0.0
LOC111113592,0.0,0.0
LOC111110381,0.0,0.0
LOC111117670,0.0,0.0
LOC111112773,0.0,0.0
LOC111131610,0.0,0.0
LOC111135195,0.0,0.0
LOC111107019,0.0,0.0
LOC111123837,0.0,0.0
LOC111122914,0.0,0.0
LOC111138475,0.0,0.0
LOC111125113,0.0,0.0
LOC111119718,0.0,0.0
LOC111136867,0.0,0.0
LOC111130621,0.0,0.0
LOC111124036,0.0,0.0
LOC111108788,0.0,0.0
LOC111131212,0.0,0.0
LOC111134690,0.0,0.0
LOC111126440,0.0,0.0
LOC111115227,0.0,0.0
LOC111126130,0.0,0.0
LOC111126465,0.0,0.0
LOC111103974,0.0,0.0
LOC111117754,0.0,0.0
LOC111135492,0.0,0.0
LOC111128861,0.0,0.0
LOC111129143,0.0,0.0
LOC111115860,0.0,0.0
LOC111107445,0.0,0.0
LOC111118132,0.0,0.0
LOC111114779,0.0,0.0
LOC111100590,0.0,0.0
LOC111108142,0.0,0.0
LOC111134942,0.0,0.0
LOC111101642,0.0,0.0
LOC111124595,0.0,0.0
LOC111109706,0.0,0.0
LOC111130771,0.0,0.0
LOC111123297,0.0,0.0
LOC111112573,0.0,0.0
LOC111125095,0.0,0.0
LOC111100220,0.0,0.0
LOC111110287,0.0,0.0
LOC111107278,0.0,0.0
LOC111112966,0.0,0.0
LOC111117589,0.0,0.0
LOC111128158,0.0,0.0
LOC111134048,0.0,0.0
LOC111129919,0.0,0.0
LOC111132915,0.0,0.0
LOC111135988,0.0,0.0
LOC111129470,0.0,0.0
LOC111103131,0.0,0.0
LOC111103514,0.0,0.0
LOC111116870,0.0,0.0
LOC111119539,0.0,0.0
LOC111111324,0.0,0.0
LOC111121539,0.0,0.0
LOC111103349,0.0,0.0
LOC111111625,0.0,0.0
LOC111113432,0.0,0.0
LOC111133653,0.0,0.0
LOC111102687,0.0,0.0
LOC111100485,0.0,0.0
LOC111130901,0.0,0.0
LOC111100586,0.0,0.0
LOC111137461,0.0,0.0
LOC111122205,0.0,0.0
LOC111110568,0.0,0.0
LOC111123067,0.0,0.0
LOC111135709,0.0,0.0
LOC111100548,0.0,0.0
LOC111134076,0.0,0.0
LOC111113988,0.0,0.0
LOC111135575,0.0,0.0
LOC111124928,0.0,0.0
LOC111127949,0.0,0.0
LOC111132894,0.0,0.0
LOC111118925,0.0,0.0
LOC111103707,0.0,0.0
LOC111117421,0.0,0.0
LOC111127416,0.0,0.0
LOC111131105,0.0,0.0
LOC111130622,0.0,0.0
LOC111126574,0.0,0.0
LOC111134042,0.0,0.0
LOC111125731,0.0,0.0
LOC111117432,0.0,0.0
LOC111129678,0.0,0.0
LOC111125873,0.0,0.0
LOC111123312,0.0,0.0
LOC111136691,0.0,0.0
LOC111138266,0.0,0.0
LOC111134108,0.0,0.0
LOC111126100,0.0,0.0
LOC111125142,0.0,0.0
LOC111121859,0.0,0.0
LOC111126625,0.0,0.0
LOC111134242,0.0,0.0
LOC111104020,0.0,0.0
LOC111125205,0.0,0.0
LOC111119112,0.0,0.0
LOC111103480,0.0,0.0
LOC111108608,0.0,0.0
LOC111122785,0.0,0.0
LOC111117919,0.0,0.0
LOC111126624,0.0,0.0
LOC111113246,0.0,0.0
LOC111128254,0.0,0.0
LOC111108994,0.0,0.0
LOC111111610,0.0,0.0
LOC111110258,0.0,0.0
LOC111128873,0.0,0.0
LOC111101577,0.0,0.0
LOC111120252,0.0,0.0
LOC111131721,0.0,0.0
LOC111125061,0.0,0.0
LOC111120827,0.0,0.0
LOC111125453,0.0,0.0
LOC111100877,0.0,0.0
LOC111135424,0.0,0.0
LOC111101440,0.0,0.0
LOC111134061,0.0,0.0
LOC111112881,0.0,0.0
LOC111125393,0.0,0.0
LOC111135184,0.0,0.0
LOC111119832,0.0,0.0
LOC111137567,0.0,0.0
LOC111119198,0.0,0.0
LOC111126114,0.0,0.0
LOC111113408,0.0,0.0
LOC111106627,0.0,0.0
LOC111100093,0.0,0.0
LOC111135831,0.0,0.0
LOC111123154,0.0,0.0
LOC111126485,0.0,0.0
LOC111104873,0.0,0.0
LOC111134416,0.0,0.0
LOC111128070,0.0,0.0
LOC111124977,0.0,0.0
LOC111122811,0.0,0.0
LOC111124963,0.0,0.0
LOC111137399,0.0,0.0
LOC111133364,0.0,0.0
LOC111123301,0.0,0.0
LOC111104439,0.0,0.0
LOC111128134,0.0,0.0
LOC111130856,0.0,0.0
LOC111131095,0.0,0.0
LOC111125517,0.0,0.0
LOC111128988,0.0,0.0
LOC111122273,0.0,0.0
LOC111105544,0.0,0.0
LOC111120049,0.0,0.0
LOC111109861,0.0,0.0
LOC111125956,0.0,0.0
LOC111129970,0.0,0.0
LOC111122891,0.0,0.0
LOC111135987,0.0,0.0
LOC111111113,0.0,0.0
LOC111131225,0.0,0.0
