gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
LOC111106485	16.99883686	0.3219715	0.37466783	0.07700786	0.2196394
LOC111106493	95.04119152	0.3704456	0.49320161	0.07736238	0.2203544
LOC111106495	952.41704995	0.1377732	0.3138884	0.3451439	0.5747474
LOC111106496	200.41349608	-0.07286066	0.18758172	0.4813512	0.6965142
LOC111106497	72.47598815	0.01107329	0.16352363	0.9060941	0.9549172
LOC111106498	16.82964872	-0.05926268	0.18819169	0.5676447	0.7577655
LOC111106500	404.89863146	0.0004084522	0.3436813	0.9977352	0.999362
LOC111106502	49.80686504	-0.3334757	0.39145583	0.07498492	0.2157117
LOC111106503	29.50964096	-0.07080293	0.17838919	0.4778862	0.6937373
LOC111106504	35.21053773	0.09160362	0.15869571	0.3191772	0.5480119
LOC111106506	590.16655444	0.09426334	0.12356897	0.2252861	0.4425534
LOC111106508	57.9739087	0.09123705	0.18114757	0.3667605	0.5967814
LOC111106509	8.3661633	-0.197065	0.3933208	0.2385321	0.4596664
LOC111106510	111.65367889	0.2062342	0.30125708	0.166894	0.3657317
LOC111106511	7.18822336	6.092567	0.80750746	7.648942e-15	1.014571e-12
LOC111106514	15.65411601	0.0707779	0.25014393	0.5731909	0.7610272
LOC111106516	16.19690392	0.1709919	0.26957123	0.2109991	0.4247466
LOC111106517	49.58664833	0.005779256	0.18019706	0.9542317	0.9782083
LOC111106518	8.17764085	0.9905266	0.73968159	0.005401499	0.03157186
LOC111106519	21.84940639	-0.07886807	0.22308979	0.4999974	0.7095276
LOC111106520	14.31530823	-1.180864	0.9947608	0.005055963	0.03007171
LOC111106521	21.7031312	0.2020866	0.3084878	0.1799068	0.3839755
LOC111106523	6.85554273	-0.8775393	0.76811352	0.009557614	0.04910266
LOC111106524	46.53713568	0.0132869	0.15451037	0.8827134	0.9440601
LOC111106525	16.76209465	0.9746105	0.57218161	0.00279427	0.01884236
LOC111106528	42.16159306	0.2441174	0.37169176	0.1512929	0.3432061
LOC111106530	18.27183646	0.006176684	0.15439964	0.9453058	0.9734523
LOC111106531	24.63800474	0.1439577	0.27572461	0.2917674	0.5196476
LOC111106532	35.39211552	-0.02236001	0.12497577	0.7724772	0.885992
LOC111106534	43.22960686	0.02074304	0.13510795	0.7995896	0.901237
LOC111106535	40.81824542	-0.9280791	0.47306661	0.00179709	0.01336936
LOC111106536	99.47310664	-0.5944257	0.40822595	0.01061168	0.05306977
LOC111106537	517.07863753	-0.3902921	0.45881626	0.06123039	0.1875961
LOC111106539	261.95162692	-0.07349248	0.12025594	0.3318997	0.5608946
LOC111106540	80.53993311	0.1519181	0.22815021	0.2110363	0.4247466
LOC111106541	131.68157987	-0.01521123	0.15969493	0.8690253	0.9376425
LOC111106543	67.13192183	-2.147711	0.82229926	8.486663e-05	0.001099634
LOC111106544	33.04443488	-1.809753	0.69241206	0.0001135117	0.001419352
LOC111106545	41.85601118	-0.3290349	0.26820372	0.03349056	0.1226796
LOC111106546	17.66218203	0.2920991	0.44723777	0.1237673	0.3018404
LOC111106548	39.51263205	0.1637488	0.22827529	0.1806318	0.3849246
LOC111106549	36.10003587	-0.03100864	0.15358791	0.7292054	0.8629442
LOC111106552	81.44748558	0.02830017	0.13220862	0.7249378	0.8600738
LOC111106553	47.96574603	0.3062804	0.21631816	0.02206723	0.09037886
LOC111106558	3.83552524	-0.2051826	0.55868246	0.2569294	0.4803597
LOC111106559	56.11118117	0.2019478	0.20767249	0.08722258	0.2389639
LOC111106561	19.42687928	0.4295462	0.39766	0.03513477	0.1267338
LOC111106563	8.59177448	-2.387418	0.45919632	3.044739e-09	1.459537e-07
LOC111106565	11.41362969	-0.1573365	0.3815889	0.3259832	0.5552369
LOC111106569	46.67416253	-0.05375971	0.21693642	0.6386807	0.8051627
LOC111106570	29.73339305	0.1536165	0.24617669	0.2295945	0.4484132
LOC111106571	48.27787377	1.074913	0.26478914	2.514342e-06	5.311975e-05
LOC111106572	10.81375706	-5.145595	1.45146608	7.947692e-06	0.0001424753
LOC111106573	32.16852097	-0.1105045	0.21117262	0.3292691	0.5582272
LOC111106574	81.21192999	-0.2587133	0.24990441	0.06340222	0.1920743
LOC111106576	307.99895318	-0.1099255	0.10098943	0.1114028	0.2814748
LOC111106577	1308.11127585	0.01795385	0.08129183	0.7583617	0.8797432
LOC111106578	8.69564143	0.03971065	0.3759121	0.7889758	0.8953257
LOC111106579	30.11255456	0.1811136	0.29396055	0.2107318	0.42445
LOC111106583	14.05935299	-0.0043521	0.16187168	0.962752	0.982748
LOC111106587	77.92844328	-0.2207168	0.2218452	0.07791214	0.221434
LOC111106589	23.55884885	-0.6183165	0.43895808	0.0109754	0.05434164
LOC111106592	22.10008083	0.01825261	0.12743579	0.8159125	0.9102193
LOC111106596	7.85756782	-0.1143882	0.25895983	0.3783364	0.6073206
LOC111106597	12.33358469	0.6193988	0.51177971	0.01595511	0.0715742
LOC111106600	157.80507576	-0.03847983	0.19461692	0.717208	0.8557878
LOC111106601	32.59563237	0.569723	0.44283122	0.01578541	0.07103926
LOC111106603	8.51105509	0.6797724	0.56813991	0.0139639	0.06469284
LOC111106604	49.56623994	0.1886006	0.29178775	0.1927728	0.4021699
LOC111106605	52.53041335	1.741848	0.51825364	1.48254e-05	0.0002446755
LOC111106606	79.05812351	0.8350742	0.32663693	0.0005715202	0.005351841
LOC111106607	182.17829426	-0.03558216	0.15230077	0.6892943	0.8385231
LOC111106609	11.04535103	0.4631752	0.49525747	0.04124892	0.141264
LOC111106611	22.74480279	0.498973	0.65575748	0.04711268	0.1549145
LOC111106613	121.26937724	-0.2626263	0.18979718	0.02628216	0.1027734
LOC111106614	6.63963739	0.06891744	0.29511055	0.6157924	0.7899532
LOC111106616	42.45786905	0.2991566	0.48111111	0.1251777	0.3042133
LOC111106617	16.5458537	0.1605452	0.21840095	0.1754592	0.3775899
LOC111106618	61.09152269	-0.02116135	0.16343826	0.8214905	0.9130063
LOC111106619	292.05826965	-0.05073392	0.0747555	0.359338	0.5900089
LOC111106620	10.81928611	0.09747171	0.2621314	0.453602	0.6721661
LOC111106623	12.84771145	-0.1603388	0.31571188	0.2797734	0.5069713
LOC111106626	21.91715223	1.25894	0.49394345	0.0002660178	0.002868446
LOC111106627	16.10635358	0.3680392	0.31157294	0.03381554	0.1234246
LOC111106629	57.90835825	-0.001198488	0.15216963	0.989267	0.9953212
LOC111106630	29.82365984	0.2985288	0.27678754	0.05137068	0.1644383
LOC111106631	21.68986406	0.2509682	0.43551588	0.1662005	0.3648284
LOC111106632	6.6566533	2.717122	0.56233384	1.81043e-08	7.237069e-07
LOC111106633	5.97843347	0.2601876	0.3666923	0.1289521	0.309615
LOC111106636	5.29701037	-0.2559921	0.38352144	0.1413133	0.3286471
LOC111106639	77.90467073	-0.2493331	0.26486238	0.08153256	0.2279767
LOC111106644	28.71945249	0.2270135	0.36589355	0.1731615	0.3743259
LOC111106645	42.76138572	-0.02201603	0.12716891	0.7785166	0.8890314
LOC111106646	52.41884107	0.05151827	0.21740169	0.6531612	0.8153798
LOC111106647	11.26711981	0.1397599	0.48668739	0.3996855	0.6275516
LOC111106648	75.83399647	0.06782653	0.15396792	0.4493071	0.6693209
LOC111106649	4454.62519876	-0.04945739	0.1468647	0.5680435	0.7580044
