gene,selection_prob,mean_abs_coef_when_selected
LOC111103896,1.0,0.17370555570555615
LOC111102778,1.0,0.1434294303318393
LOC111101829,1.0,0.12484996871094121
LOC111128352,1.0,0.11288654775579893
LOC111099596,1.0,0.11157266946051476
LOC111124800,1.0,0.10512844297036554
LOC111128606,1.0,0.10472427290271694
LOC111105518,1.0,0.08820777355841719
LOC111131490,0.9966666666666667,0.09177317287614063
LOC111125640,0.9966666666666667,0.06616020143731889
LOC111130635,0.99,0.10221999768771209
LOC111099635,0.9866666666666667,0.09369751960129066
LOC111127637,0.9833333333333333,0.08274667788762503
LOC111107094,0.9833333333333333,0.08201464483924806
LOC111112879,0.98,0.07475915790580795
LOC111105520,0.9766666666666667,0.09698141329618809
LOC111134390,0.9766666666666667,0.04470741933087755
LOC111111780,0.9733333333333334,0.0552392859597285
LOC111110686,0.97,0.06401883795162809
LOC111119495,0.97,0.05894987070300908
LOC111130265,0.9566666666666667,0.05966183744463853
LOC111121496,0.9533333333333334,0.061886310108055446
LOC111101637,0.94,0.052695077938605214
LOC111101522,0.9333333333333333,0.06114859276724188
LOC111111916,0.9266666666666666,0.06627953300348191
LOC111110674,0.9266666666666666,0.05245251878618669
LOC111099962,0.9233333333333333,0.05550545653364311
LOC111137633,0.92,0.03935618625493025
LOC111101868,0.9166666666666666,0.059495646647871804
LOC111134631,0.9,0.05468941028738337
LOC111108289,0.8866666666666667,0.056557710007600605
LOC111109956,0.8766666666666667,0.051715787593874185
LOC111106307,0.86,0.028769579057421803
LOC111099944,0.8566666666666667,0.05493832197205757
LOC111108334,0.8433333333333334,0.037291162067107246
LOC111102902,0.83,0.04474385578226065
LOC111104140,0.82,0.03724635720099355
LOC111101539,0.79,0.03928000937223923
LOC111102099,0.7866666666666666,0.037623806619043826
LOC111122765,0.78,0.048914528670085514
LOC111109512,0.77,0.031788271068333256
LOC111135876,0.7633333333333333,0.0529171128987125
LOC111110040,0.7633333333333333,0.03954647181112168
LOC111129445,0.7333333333333333,0.03259375570214712
LOC111122593,0.7166666666666667,0.03851017785413162
LOC111109598,0.7166666666666667,0.03761468018031916
LOC111111545,0.7066666666666667,0.04493912804618757
LOC111137898,0.7033333333333334,0.03401495917741775
LOC111129632,0.7033333333333334,0.026810893676031712
LOC111101070,0.6966666666666667,0.041457299845356475
LOC111106004,0.68,0.029793112281121074
LOC111110802,0.6766666666666666,0.037747004213944314
LOC111114634,0.67,0.03202319714747986
LOC111108554,0.64,0.0277190489272077
LOC111132889,0.64,0.022656703512819783
LOC111128317,0.62,0.033894613431988775
LOC111101078,0.6133333333333333,0.033774354056914105
LOC111116739,0.6133333333333333,0.03209837395266693
LOC111106673,0.5866666666666667,0.03646419893949136
LOC111111102,0.5866666666666667,0.030626213593437798
LOC111118712,0.52,0.054873314965009586
LOC111133275,0.5066666666666667,0.03285029583872576
LOC111102493,0.5033333333333333,0.029372236713294596
LOC111106368,0.49,0.033664900803012
LOC111128269,0.48,0.02436568897515833
LOC111106779,0.45666666666666667,0.034655382166892276
LOC111101121,0.43666666666666665,0.025907982466541787
LOC111110390,0.43666666666666665,0.021745167259130296
LOC111134586,0.43,0.04396408478324197
LOC111099745,0.43,0.02476824252604679
LOC111135500,0.42333333333333334,0.02877435761245726
LOC111109594,0.42333333333333334,0.021564204109194768
LOC111100916,0.39666666666666667,0.032517944380937
LOC111132066,0.36666666666666664,0.012735537461382696
LOC111101722,0.35333333333333333,0.027420145752223644
LOC111101786,0.35333333333333333,0.019644525700580125
LOC111136994,0.35,0.019993762552202136
LOC111103797,0.34,0.056476125596484086
LOC111103104,0.34,0.05397276190360751
LOC111136822,0.34,0.022070860747449607
LOC111123316,0.33666666666666667,0.03534892923216301
LOC111124926,0.31333333333333335,0.026250864077829398
LOC111109955,0.31333333333333335,0.0260865017808657
LOC111101526,0.31333333333333335,0.021337037597913288
LOC111105311,0.30666666666666664,0.02995058295830107
LOC111104211,0.30666666666666664,0.02621872096394725
LOC111108602,0.3,0.03981313778945904
LOC111126732,0.29333333333333333,0.024992849564554442
LOC111101441,0.29333333333333333,0.0184165510001682
LOC111113809,0.29,0.027133060037280405
LOC111121101,0.26666666666666666,0.041506642756476766
LOC111102942,0.2633333333333333,0.033157396655363096
LOC111134215,0.26,0.019120939605020617
LOC111135512,0.24666666666666667,0.018638362387364767
LOC111110444,0.24,0.0330693113320893
LOC111113659,0.23666666666666666,0.015526315414617717
LOC111122547,0.22666666666666666,0.01869300247949464
LOC111103215,0.22333333333333333,0.03983212920968471
LOC111112850,0.22,0.021329870663555045
LOC111136393,0.21333333333333335,0.021505546590045527
LOC111111593,0.21,0.04290876987305798
LOC111106205,0.20333333333333334,0.023859111614419688
LOC111105739,0.2,0.023824890093666944
