feature,coefficient
LOC111103066,-6.853291711498007
LOC111133512,4.034207813246032
LOC111109496,-4.03455682540058
LOC111116766,-1.7560397227686608
LOC111125640,1.4934161412489797
LOC111102778,4.317117740469924
INTERCEPT,-2.289058065282066
