feature,coefficient
LOC111103066,-6.777180178690668
LOC111133512,4.706208368388364
LOC111109496,-3.3227049303952096
LOC111116766,-2.0748606197145993
LOC111125640,2.0702517185866345
LOC111102778,3.522794766977398
INTERCEPT,-2.060066536063438
