feature,coefficient
LOC111103066,-6.467689742668617
LOC111133512,1.825973792793713
LOC111109496,-3.1010318251855726
LOC111116766,2.5682265474065704
LOC111125640,4.242517987009165
LOC111102778,0.7736845719132623
INTERCEPT,-1.6012132440129454
