gene_id,n_analyses,analyses
LOC111133849,1,ds1-5_allDEGs_merged
LOC111133851,1,cross_study_DEG_comparison
LOC111133856,1,cross_study_DEG_comparison
LOC111133865,1,cross_study_DEG_comparison
LOC111133876,1,cross_study_DEG_comparison
LOC111133883,1,cross_study_DEG_comparison
LOC111133888,1,cross_study_DEG_comparison
LOC111133895,1,cross_study_DEG_comparison
LOC111133896,1,cross_study_DEG_comparison
LOC111133909,1,ds1-5_allDEGs_merged
LOC111133910,1,cross_study_DEG_comparison
LOC111133950,1,ds1-5_allDEGs_merged
LOC111133954,1,ds1-5_allDEGs_merged
LOC111133956,1,ds1-5_allDEGs_merged
LOC111133968,1,cross_study_DEG_comparison
LOC111133969,1,cross_study_DEG_comparison
LOC111133982,1,ds1-5_allDEGs_merged
LOC111133993,1,cross_study_DEG_comparison
LOC111133994,1,ds1-5_allDEGs_merged
LOC111133997,1,cross_study_DEG_comparison
LOC111133999,1,cross_study_DEG_comparison
LOC111134000,1,cross_study_DEG_comparison
LOC111134001,1,cross_study_DEG_comparison
LOC111134017,1,cross_study_DEG_comparison
LOC111134020,1,ds1-5_allDEGs_merged
LOC111134021,1,ds1-5_allDEGs_merged
LOC111134022,1,ds1-5_allDEGs_merged
LOC111134024,1,ds1-5_allDEGs_merged
LOC111134029,1,cross_study_DEG_comparison
LOC111134031,1,cross_study_DEG_comparison
LOC111134033,1,cross_study_DEG_comparison
LOC111134037,1,cross_study_DEG_comparison
LOC111134038,1,cross_study_DEG_comparison
LOC111134042,1,cross_study_DEG_comparison
LOC111134043,1,cross_study_DEG_comparison
LOC111134053,1,cross_study_DEG_comparison
LOC111134064,1,ds1-5_allDEGs_merged
LOC111134065,1,cross_study_DEG_comparison
LOC111134066,1,ds1-5_allDEGs_merged
LOC111134071,1,cross_study_DEG_comparison
LOC111134076,1,ds1-5_allDEGs_merged
LOC111134103,1,cross_study_DEG_comparison
LOC111134104,1,cross_study_DEG_comparison
LOC111134116,1,ds1-5_allDEGs_merged
LOC111134121,1,ds1-5_allDEGs_merged
LOC111134126,1,ds1-5_allDEGs_merged
LOC111134128,1,cross_study_DEG_comparison
LOC111134129,1,ds1-5_allDEGs_merged
LOC111134131,1,cross_study_DEG_comparison
LOC111134132,1,cross_study_DEG_comparison
LOC111134145,1,ds1-5_allDEGs_merged
LOC111134153,1,ds1-5_allDEGs_merged
LOC111134159,1,cross_study_DEG_comparison
LOC111134181,1,cross_study_DEG_comparison
LOC111134183,1,ds1-5_allDEGs_merged
LOC111134198,1,ds1-5_allDEGs_merged
LOC111134202,1,cross_study_DEG_comparison
LOC111134203,1,ds1-5_allDEGs_merged
LOC111134215,1,ds1-5_allDEGs_merged
LOC111134219,1,ds1-5_allDEGs_merged
LOC111134220,1,ds1-5_allDEGs_merged
LOC111134222,1,cross_study_DEG_comparison
LOC111134225,1,ds1-5_allDEGs_merged
LOC111134230,1,cross_study_DEG_comparison
LOC111134231,1,ds1-5_allDEGs_merged
LOC111134238,1,ds1-5_allDEGs_merged
LOC111134239,1,ds1-5_allDEGs_merged
LOC111134241,1,cross_study_DEG_comparison
LOC111134243,1,ds1-5_allDEGs_merged
LOC111134259,1,ds1-5_allDEGs_merged
LOC111134262,1,cross_study_DEG_comparison
LOC111134264,1,cross_study_DEG_comparison
LOC111134275,1,ds1-5_allDEGs_merged
LOC111134288,1,cross_study_DEG_comparison
LOC111134289,1,cross_study_DEG_comparison
LOC111134291,1,ds1-5_allDEGs_merged
LOC111134293,1,ds1-5_allDEGs_merged
LOC111134301,1,cross_study_DEG_comparison
LOC111134304,1,cross_study_DEG_comparison
LOC111134307,1,cross_study_DEG_comparison
LOC111134311,1,ds1-5_allDEGs_merged
LOC111134314,1,cross_study_DEG_comparison
LOC111134318,1,ds1-5_allDEGs_merged
LOC111134320,1,cross_study_DEG_comparison
LOC111134323,1,ds1-5_allDEGs_merged
LOC111134324,1,cross_study_DEG_comparison
LOC111134325,1,cross_study_DEG_comparison
LOC111134326,1,ds1-5_allDEGs_merged
LOC111134327,1,cross_study_DEG_comparison
LOC111134329,1,ds1-5_allDEGs_merged
LOC111134338,1,cross_study_DEG_comparison
LOC111134341,1,ds1-5_allDEGs_merged
LOC111134343,1,ds1-5_allDEGs_merged
LOC111134348,1,cross_study_DEG_comparison
LOC111134349,1,ds1-5_allDEGs_merged
LOC111134351,1,cross_study_DEG_comparison
LOC111134371,1,ds1-5_allDEGs_merged
LOC111134372,1,ds1-5_allDEGs_merged
LOC111134382,1,cross_study_DEG_comparison
LOC111134386,1,ds1-5_allDEGs_merged
LOC111134390,1,top_50_predictive_genes_for_classification
LOC111134394,1,cross_study_DEG_comparison
LOC111134395,1,ds1-5_allDEGs_merged
LOC111134397,1,ds1-5_allDEGs_merged
LOC111134399,1,cross_study_DEG_comparison
LOC111134404,1,ds1-5_allDEGs_merged
LOC111134411,1,ds1-5_allDEGs_merged
LOC111134414,1,cross_study_DEG_comparison
LOC111134417,1,cross_study_DEG_comparison
LOC111134418,1,cross_study_DEG_comparison
LOC111134419,1,ds1-5_allDEGs_merged
LOC111134420,1,ds1-5_allDEGs_merged
LOC111134421,1,ds1-5_allDEGs_merged
LOC111134422,1,ds1-5_allDEGs_merged
LOC111134425,1,ds1-5_allDEGs_merged
LOC111134430,1,ds1-5_allDEGs_merged
LOC111134439,1,ds1-5_allDEGs_merged
LOC111134442,1,ds1-5_allDEGs_merged
LOC111134449,1,cross_study_DEG_comparison
LOC111134453,1,ds1-5_allDEGs_merged
LOC111134454,1,cross_study_DEG_comparison
LOC111134463,1,cross_study_DEG_comparison
LOC111134465,1,ds1-5_allDEGs_merged
LOC111134466,1,cross_study_DEG_comparison
LOC111134467,1,ds1-5_allDEGs_merged
LOC111134472,1,ds1-5_allDEGs_merged
LOC111134473,1,ds1-5_allDEGs_merged
LOC111134476,1,ds1-5_allDEGs_merged
LOC111134479,1,cross_study_DEG_comparison
LOC111134480,1,cross_study_DEG_comparison
LOC111134481,1,cross_study_DEG_comparison
LOC111134482,1,cross_study_DEG_comparison
LOC111134483,1,cross_study_DEG_comparison
LOC111134490,1,cross_study_DEG_comparison
LOC111134500,1,ds1-5_allDEGs_merged
LOC111134507,1,ds1-5_allDEGs_merged
LOC111134509,1,cross_study_DEG_comparison
LOC111134515,1,ds1-5_allDEGs_merged
LOC111134521,1,ds1-5_allDEGs_merged
LOC111134524,1,ds1-5_allDEGs_merged
LOC111134525,1,ds1-5_allDEGs_merged
LOC111134528,1,cross_study_DEG_comparison
LOC111134530,1,ds1-5_allDEGs_merged
LOC111134532,1,ds1-5_allDEGs_merged
LOC111134534,1,cross_study_DEG_comparison
LOC111134535,1,ds1-5_allDEGs_merged
LOC111134536,1,ds1-5_allDEGs_merged
LOC111134537,1,ds1-5_allDEGs_merged
LOC111134550,1,cross_study_DEG_comparison
LOC111134551,1,cross_study_DEG_comparison
LOC111134552,1,ds1-5_allDEGs_merged
LOC111134560,1,ds1-5_allDEGs_merged
LOC111134566,1,cross_study_DEG_comparison
LOC111134572,1,cross_study_DEG_comparison
LOC111134576,1,ds1-5_allDEGs_merged
LOC111134577,1,cross_study_DEG_comparison
LOC111134580,1,ds1-5_allDEGs_merged
LOC111134586,1,ds1-5_allDEGs_merged
LOC111134588,1,cross_study_DEG_comparison
LOC111134590,1,ds1-5_allDEGs_merged
LOC111134592,1,cross_study_DEG_comparison
LOC111134593,1,ds1-5_allDEGs_merged
LOC111134595,1,ds1-5_allDEGs_merged
LOC111134597,1,ds1-5_allDEGs_merged
LOC111134599,1,cross_study_DEG_comparison
LOC111134604,1,cross_study_DEG_comparison
LOC111134605,1,ds1-5_allDEGs_merged
LOC111134606,1,ds1-5_allDEGs_merged
LOC111134607,1,ds1-5_allDEGs_merged
LOC111134611,1,ds1-5_allDEGs_merged
LOC111134615,1,cross_study_DEG_comparison
LOC111134621,1,ds1-5_allDEGs_merged
LOC111134625,1,ds1-5_allDEGs_merged
LOC111134629,1,ds1-5_allDEGs_merged
LOC111134632,1,cross_study_DEG_comparison
LOC111134633,1,cross_study_DEG_comparison
LOC111134634,1,cross_study_DEG_comparison
LOC111134641,1,ds1-5_allDEGs_merged
LOC111134642,1,ds1-5_allDEGs_merged
LOC111134643,1,cross_study_DEG_comparison
LOC111134645,1,ds1-5_allDEGs_merged
LOC111134647,1,cross_study_DEG_comparison
LOC111134648,1,ds1-5_allDEGs_merged
LOC111134650,1,ds1-5_allDEGs_merged
LOC111134659,1,cross_study_DEG_comparison
LOC111134663,1,ds1-5_allDEGs_merged
LOC111134680,1,ds1-5_allDEGs_merged
LOC111134682,1,ds1-5_allDEGs_merged
LOC111134684,1,ds1-5_allDEGs_merged
LOC111134686,1,cross_study_DEG_comparison
LOC111134687,1,cross_study_DEG_comparison
LOC111134689,1,ds1-5_allDEGs_merged
LOC111134691,1,ds1-5_allDEGs_merged
LOC111134693,1,ds1-5_allDEGs_merged
LOC111134694,1,ds1-5_allDEGs_merged
LOC111134696,1,ds1-5_allDEGs_merged
LOC111134697,1,cross_study_DEG_comparison
LOC111134699,1,cross_study_DEG_comparison
LOC111134701,1,ds1-5_allDEGs_merged
LOC111134705,1,ds1-5_allDEGs_merged
LOC111134706,1,ds1-5_allDEGs_merged
LOC111134715,1,ds1-5_allDEGs_merged
LOC111134716,1,ds1-5_allDEGs_merged
LOC111134717,1,cross_study_DEG_comparison
LOC111134718,1,ds1-5_allDEGs_merged
LOC111134721,1,cross_study_DEG_comparison
LOC111134724,1,cross_study_DEG_comparison
LOC111134737,1,ds1-5_allDEGs_merged
LOC111134740,1,cross_study_DEG_comparison
LOC111134741,1,cross_study_DEG_comparison
LOC111134743,1,cross_study_DEG_comparison
LOC111134746,1,ds1-5_allDEGs_merged
LOC111134752,1,ds1-5_allDEGs_merged
LOC111134755,1,ds1-5_allDEGs_merged
LOC111134760,1,cross_study_DEG_comparison
LOC111134772,1,ds1-5_allDEGs_merged
LOC111134781,1,ds1-5_allDEGs_merged
LOC111134782,1,cross_study_DEG_comparison
LOC111134783,1,ds1-5_allDEGs_merged
LOC111134784,1,cross_study_DEG_comparison
LOC111134791,1,ds1-5_allDEGs_merged
LOC111134794,1,cross_study_DEG_comparison
LOC111134798,1,ds1-5_allDEGs_merged
LOC111134799,1,ds1-5_allDEGs_merged
LOC111134801,1,cross_study_DEG_comparison
LOC111134803,1,cross_study_DEG_comparison
LOC111134804,1,cross_study_DEG_comparison
LOC111134805,1,cross_study_DEG_comparison
LOC111134806,1,cross_study_DEG_comparison
LOC111134815,1,cross_study_DEG_comparison
LOC111134823,1,ds1-5_allDEGs_merged
LOC111134824,1,ds1-5_allDEGs_merged
LOC111134825,1,ds1-5_allDEGs_merged
LOC111134826,1,cross_study_DEG_comparison
LOC111134829,1,cross_study_DEG_comparison
LOC111134830,1,cross_study_DEG_comparison
LOC111134831,1,ds1-5_allDEGs_merged
LOC111134833,1,ds1-5_allDEGs_merged
LOC111134842,1,ds1-5_allDEGs_merged
LOC111134858,1,cross_study_DEG_comparison
LOC111134869,1,cross_study_DEG_comparison
LOC111134872,1,cross_study_DEG_comparison
LOC111134874,1,cross_study_DEG_comparison
LOC111134876,1,cross_study_DEG_comparison
LOC111134877,1,ds1-5_allDEGs_merged
LOC111134878,1,cross_study_DEG_comparison
LOC111134882,1,cross_study_DEG_comparison
LOC111134886,1,cross_study_DEG_comparison
LOC111134888,1,cross_study_DEG_comparison
LOC111134890,1,ds1-5_allDEGs_merged
LOC111134891,1,ds1-5_allDEGs_merged
LOC111134905,1,ds1-5_allDEGs_merged
LOC111134910,1,cross_study_DEG_comparison
LOC111134916,1,cross_study_DEG_comparison
LOC111134920,1,ds1-5_allDEGs_merged
LOC111134921,1,cross_study_DEG_comparison
LOC111134926,1,cross_study_DEG_comparison
LOC111134933,1,ds1-5_allDEGs_merged
LOC111134936,1,ds1-5_allDEGs_merged
LOC111134937,1,ds1-5_allDEGs_merged
LOC111134943,1,ds1-5_allDEGs_merged
LOC111134950,1,cross_study_DEG_comparison
LOC111134952,1,ds1-5_allDEGs_merged
LOC111134954,1,ds1-5_allDEGs_merged
LOC111134957,1,cross_study_DEG_comparison
LOC111134965,1,ds1-5_allDEGs_merged
LOC111134967,1,ds1-5_allDEGs_merged
LOC111134972,1,cross_study_DEG_comparison
LOC111134974,1,ds1-5_allDEGs_merged
LOC111134976,1,cross_study_DEG_comparison
LOC111134979,1,cross_study_DEG_comparison
LOC111134995,1,ds1-5_allDEGs_merged
LOC111134998,1,cross_study_DEG_comparison
LOC111134999,1,ds1-5_allDEGs_merged
LOC111135002,1,cross_study_DEG_comparison
LOC111135004,1,ds1-5_allDEGs_merged
LOC111135006,1,ds1-5_allDEGs_merged
LOC111135015,1,cross_study_DEG_comparison
LOC111135017,1,cross_study_DEG_comparison
LOC111135018,1,ds1-5_allDEGs_merged
LOC111135019,1,cross_study_DEG_comparison
LOC111135020,1,ds1-5_allDEGs_merged
LOC111135023,1,ds1-5_allDEGs_merged
LOC111135029,1,cross_study_DEG_comparison
LOC111135038,1,ds1-5_allDEGs_merged
LOC111135040,1,cross_study_DEG_comparison
LOC111135043,1,cross_study_DEG_comparison
LOC111135049,1,ds1-5_allDEGs_merged
LOC111135050,1,ds1-5_allDEGs_merged
LOC111135058,1,ds1-5_allDEGs_merged
LOC111135060,1,cross_study_DEG_comparison
LOC111135061,1,ds1-5_allDEGs_merged
LOC111135064,1,ds1-5_allDEGs_merged
LOC111135067,1,ds1-5_allDEGs_merged
LOC111135074,1,cross_study_DEG_comparison
LOC111135082,1,ds1-5_allDEGs_merged
LOC111135084,1,cross_study_DEG_comparison
LOC111135087,1,cross_study_DEG_comparison
LOC111135091,1,cross_study_DEG_comparison
LOC111135093,1,cross_study_DEG_comparison
LOC111135098,1,ds1-5_allDEGs_merged
LOC111135106,1,ds1-5_allDEGs_merged
LOC111135112,1,cross_study_DEG_comparison
LOC111135115,1,cross_study_DEG_comparison
LOC111135117,1,cross_study_DEG_comparison
LOC111135118,1,ds1-5_allDEGs_merged
LOC111135120,1,cross_study_DEG_comparison
LOC111135130,1,ds1-5_allDEGs_merged
LOC111135134,1,ds1-5_allDEGs_merged
LOC111135137,1,ds1-5_allDEGs_merged
LOC111135145,1,ds1-5_allDEGs_merged
LOC111135146,1,cross_study_DEG_comparison
LOC111135147,1,ds1-5_allDEGs_merged
LOC111135148,1,ds1-5_allDEGs_merged
LOC111135150,1,cross_study_DEG_comparison
LOC111135156,1,ds1-5_allDEGs_merged
LOC111135162,1,ds1-5_allDEGs_merged
LOC111135163,1,ds1-5_allDEGs_merged
LOC111135164,1,ds1-5_allDEGs_merged
LOC111135167,1,ds1-5_allDEGs_merged
LOC111135171,1,ds1-5_allDEGs_merged
LOC111135173,1,ds1-5_allDEGs_merged
LOC111135183,1,ds1-5_allDEGs_merged
LOC111135185,1,cross_study_DEG_comparison
LOC111135193,1,ds1-5_allDEGs_merged
LOC111135195,1,ds1-5_allDEGs_merged
LOC111135201,1,ds1-5_allDEGs_merged
LOC111135203,1,ds1-5_allDEGs_merged
LOC111135204,1,ds1-5_allDEGs_merged
LOC111135209,1,ds1-5_allDEGs_merged
LOC111135210,1,ds1-5_allDEGs_merged
LOC111135213,1,ds1-5_allDEGs_merged
LOC111135214,1,ds1-5_allDEGs_merged
LOC111135216,1,cross_study_DEG_comparison
LOC111135218,1,ds1-5_allDEGs_merged
LOC111135220,1,ds1-5_allDEGs_merged
LOC111135222,1,cross_study_DEG_comparison
LOC111135230,1,ds1-5_allDEGs_merged
LOC111135231,1,cross_study_DEG_comparison
LOC111135236,1,ds1-5_allDEGs_merged
LOC111135246,1,ds1-5_allDEGs_merged
LOC111135249,1,cross_study_DEG_comparison
LOC111135251,1,cross_study_DEG_comparison
LOC111135254,1,ds1-5_allDEGs_merged
LOC111135259,1,cross_study_DEG_comparison
LOC111135260,1,cross_study_DEG_comparison
LOC111135261,1,cross_study_DEG_comparison
LOC111135262,1,ds1-5_allDEGs_merged
LOC111135265,1,cross_study_DEG_comparison
LOC111135267,1,ds1-5_allDEGs_merged
LOC111135271,1,cross_study_DEG_comparison
LOC111135273,1,cross_study_DEG_comparison
LOC111135275,1,cross_study_DEG_comparison
LOC111135276,1,ds1-5_allDEGs_merged
LOC111135279,1,ds1-5_allDEGs_merged
LOC111135280,1,cross_study_DEG_comparison
LOC111135281,1,cross_study_DEG_comparison
LOC111135284,1,ds1-5_allDEGs_merged
LOC111135286,1,ds1-5_allDEGs_merged
LOC111135287,1,cross_study_DEG_comparison
LOC111135288,1,ds1-5_allDEGs_merged
LOC111135301,1,ds1-5_allDEGs_merged
LOC111135302,1,ds1-5_allDEGs_merged
LOC111135305,1,cross_study_DEG_comparison
LOC111135314,1,ds1-5_allDEGs_merged
LOC111135317,1,cross_study_DEG_comparison
LOC111135319,1,ds1-5_allDEGs_merged
LOC111135320,1,ds1-5_allDEGs_merged
LOC111135324,1,cross_study_DEG_comparison
LOC111135332,1,ds1-5_allDEGs_merged
LOC111135333,1,cross_study_DEG_comparison
LOC111135335,1,ds1-5_allDEGs_merged
LOC111135336,1,ds1-5_allDEGs_merged
LOC111135339,1,ds1-5_allDEGs_merged
LOC111135340,1,ds1-5_allDEGs_merged
LOC111135341,1,ds1-5_allDEGs_merged
LOC111135345,1,ds1-5_allDEGs_merged
LOC111135352,1,ds1-5_allDEGs_merged
LOC111135360,1,ds1-5_allDEGs_merged
LOC111135362,1,ds1-5_allDEGs_merged
LOC111135363,1,cross_study_DEG_comparison
LOC111135364,1,ds1-5_allDEGs_merged
LOC111135369,1,ds1-5_allDEGs_merged
LOC111135371,1,ds1-5_allDEGs_merged
LOC111135376,1,ds1-5_allDEGs_merged
LOC111135381,1,cross_study_DEG_comparison
LOC111135391,1,ds1-5_allDEGs_merged
LOC111135396,1,ds1-5_allDEGs_merged
LOC111135399,1,ds1-5_allDEGs_merged
LOC111135405,1,ds1-5_allDEGs_merged
LOC111135406,1,cross_study_DEG_comparison
LOC111135409,1,ds1-5_allDEGs_merged
LOC111135410,1,cross_study_DEG_comparison
LOC111135412,1,ds1-5_allDEGs_merged
LOC111135413,1,ds1-5_allDEGs_merged
LOC111135416,1,ds1-5_allDEGs_merged
LOC111135422,1,cross_study_DEG_comparison
LOC111135424,1,ds1-5_allDEGs_merged
LOC111135426,1,ds1-5_allDEGs_merged
LOC111135427,1,cross_study_DEG_comparison
LOC111135428,1,cross_study_DEG_comparison
LOC111135431,1,cross_study_DEG_comparison
LOC111135435,1,cross_study_DEG_comparison
LOC111135437,1,cross_study_DEG_comparison
LOC111135439,1,ds1-5_allDEGs_merged
LOC111135445,1,cross_study_DEG_comparison
LOC111135449,1,cross_study_DEG_comparison
LOC111135451,1,cross_study_DEG_comparison
LOC111135459,1,ds1-5_allDEGs_merged
LOC111135461,1,ds1-5_allDEGs_merged
LOC111135464,1,cross_study_DEG_comparison
LOC111135468,1,ds1-5_allDEGs_merged
LOC111135469,1,ds1-5_allDEGs_merged
LOC111135472,1,cross_study_DEG_comparison
LOC111135477,1,cross_study_DEG_comparison
LOC111135478,1,cross_study_DEG_comparison
LOC111135484,1,ds1-5_allDEGs_merged
LOC111135485,1,ds1-5_allDEGs_merged
LOC111135493,1,cross_study_DEG_comparison
LOC111135495,1,cross_study_DEG_comparison
LOC111135497,1,ds1-5_allDEGs_merged
LOC111135500,1,ds1-5_allDEGs_merged
LOC111135504,1,cross_study_DEG_comparison
LOC111135511,1,ds1-5_allDEGs_merged
LOC111135516,1,cross_study_DEG_comparison
LOC111135518,1,cross_study_DEG_comparison
LOC111135522,1,ds1-5_allDEGs_merged
LOC111135524,1,ds1-5_allDEGs_merged
LOC111135528,1,cross_study_DEG_comparison
LOC111135536,1,ds1-5_allDEGs_merged
LOC111135537,1,ds1-5_allDEGs_merged
LOC111135539,1,ds1-5_allDEGs_merged
LOC111135543,1,cross_study_DEG_comparison
LOC111135551,1,ds1-5_allDEGs_merged
LOC111135552,1,ds1-5_allDEGs_merged
LOC111135553,1,cross_study_DEG_comparison
LOC111135554,1,cross_study_DEG_comparison
LOC111135557,1,cross_study_DEG_comparison
LOC111135561,1,ds1-5_allDEGs_merged
LOC111135563,1,cross_study_DEG_comparison
LOC111135564,1,ds1-5_allDEGs_merged
LOC111135567,1,ds1-5_allDEGs_merged
LOC111135568,1,ds1-5_allDEGs_merged
LOC111135569,1,cross_study_DEG_comparison
LOC111135570,1,ds1-5_allDEGs_merged
LOC111135571,1,cross_study_DEG_comparison
LOC111135574,1,ds1-5_allDEGs_merged
LOC111135575,1,ds1-5_allDEGs_merged
LOC111135578,1,ds1-5_allDEGs_merged
LOC111135579,1,cross_study_DEG_comparison
LOC111135582,1,ds1-5_allDEGs_merged
LOC111135589,1,cross_study_DEG_comparison
LOC111135591,1,cross_study_DEG_comparison
LOC111135592,1,ds1-5_allDEGs_merged
LOC111135598,1,cross_study_DEG_comparison
LOC111135608,1,cross_study_DEG_comparison
LOC111135615,1,cross_study_DEG_comparison
LOC111135616,1,ds1-5_allDEGs_merged
LOC111135619,1,ds1-5_allDEGs_merged
LOC111135620,1,ds1-5_allDEGs_merged
LOC111135625,1,ds1-5_allDEGs_merged
LOC111135633,1,cross_study_DEG_comparison
LOC111135634,1,ds1-5_allDEGs_merged
LOC111135635,1,ds1-5_allDEGs_merged
LOC111135637,1,cross_study_DEG_comparison
LOC111135642,1,cross_study_DEG_comparison
LOC111135647,1,cross_study_DEG_comparison
LOC111135648,1,cross_study_DEG_comparison
LOC111135652,1,cross_study_DEG_comparison
LOC111135655,1,cross_study_DEG_comparison
LOC111135658,1,ds1-5_allDEGs_merged
LOC111135660,1,ds1-5_allDEGs_merged
LOC111135663,1,ds1-5_allDEGs_merged
LOC111135664,1,ds1-5_allDEGs_merged
LOC111135666,1,ds1-5_allDEGs_merged
LOC111135670,1,ds1-5_allDEGs_merged
LOC111135673,1,cross_study_DEG_comparison
LOC111135677,1,cross_study_DEG_comparison
LOC111135680,1,cross_study_DEG_comparison
LOC111135682,1,cross_study_DEG_comparison
LOC111135684,1,cross_study_DEG_comparison
LOC111135685,1,ds1-5_allDEGs_merged
LOC111135689,1,cross_study_DEG_comparison
LOC111135693,1,ds1-5_allDEGs_merged
LOC111135695,1,cross_study_DEG_comparison
LOC111135699,1,cross_study_DEG_comparison
LOC111135704,1,cross_study_DEG_comparison
LOC111135706,1,ds1-5_allDEGs_merged
LOC111135708,1,ds1-5_allDEGs_merged
LOC111135709,1,cross_study_DEG_comparison
LOC111135711,1,cross_study_DEG_comparison
LOC111135719,1,ds1-5_allDEGs_merged
LOC111135724,1,ds1-5_allDEGs_merged
LOC111135727,1,cross_study_DEG_comparison
LOC111135729,1,ds1-5_allDEGs_merged
LOC111135732,1,ds1-5_allDEGs_merged
LOC111135733,1,ds1-5_allDEGs_merged
LOC111135736,1,ds1-5_allDEGs_merged
LOC111135738,1,ds1-5_allDEGs_merged
LOC111135744,1,ds1-5_allDEGs_merged
LOC111135748,1,cross_study_DEG_comparison
LOC111135751,1,cross_study_DEG_comparison
LOC111135755,1,ds1-5_allDEGs_merged
LOC111135759,1,ds1-5_allDEGs_merged
LOC111135764,1,cross_study_DEG_comparison
LOC111135765,1,cross_study_DEG_comparison
LOC111135768,1,cross_study_DEG_comparison
LOC111135770,1,ds1-5_allDEGs_merged
LOC111135775,1,ds1-5_allDEGs_merged
LOC111135777,1,cross_study_DEG_comparison
LOC111135779,1,cross_study_DEG_comparison
LOC111135780,1,cross_study_DEG_comparison
LOC111135782,1,ds1-5_allDEGs_merged
LOC111135787,1,ds1-5_allDEGs_merged
LOC111135793,1,ds1-5_allDEGs_merged
LOC111135800,1,ds1-5_allDEGs_merged
LOC111135801,1,ds1-5_allDEGs_merged
LOC111135803,1,ds1-5_allDEGs_merged
LOC111135807,1,cross_study_DEG_comparison
LOC111135819,1,ds1-5_allDEGs_merged
LOC111135822,1,cross_study_DEG_comparison
LOC111135824,1,cross_study_DEG_comparison
LOC111135825,1,cross_study_DEG_comparison
LOC111135828,1,ds1-5_allDEGs_merged
LOC111135835,1,ds1-5_allDEGs_merged
LOC111135836,1,ds1-5_allDEGs_merged
LOC111135837,1,ds1-5_allDEGs_merged
LOC111135839,1,cross_study_DEG_comparison
LOC111135842,1,ds1-5_allDEGs_merged
LOC111135843,1,cross_study_DEG_comparison
LOC111135844,1,ds1-5_allDEGs_merged
LOC111135845,1,ds1-5_allDEGs_merged
LOC111135846,1,ds1-5_allDEGs_merged
LOC111135847,1,ds1-5_allDEGs_merged
LOC111135849,1,ds1-5_allDEGs_merged
LOC111135850,1,cross_study_DEG_comparison
LOC111135856,1,ds1-5_allDEGs_merged
LOC111135858,1,ds1-5_allDEGs_merged
LOC111135859,1,ds1-5_allDEGs_merged
LOC111135864,1,cross_study_DEG_comparison
LOC111135865,1,ds1-5_allDEGs_merged
LOC111135866,1,ds1-5_allDEGs_merged
LOC111135868,1,cross_study_DEG_comparison
LOC111135870,1,cross_study_DEG_comparison
LOC111135874,1,ds1-5_allDEGs_merged
LOC111135878,1,cross_study_DEG_comparison
LOC111135887,1,top10genes
LOC111135889,1,ds1-5_allDEGs_merged
LOC111135896,1,ds1-5_allDEGs_merged
LOC111135904,1,cross_study_DEG_comparison
LOC111135910,1,ds1-5_allDEGs_merged
LOC111135921,1,cross_study_DEG_comparison
LOC111135926,1,ds1-5_allDEGs_merged
LOC111135929,1,cross_study_DEG_comparison
LOC111135933,1,ds1-5_allDEGs_merged
LOC111135935,1,ds1-5_allDEGs_merged
LOC111135940,1,ds1-5_allDEGs_merged
LOC111135941,1,cross_study_DEG_comparison
LOC111135946,1,cross_study_DEG_comparison
LOC111135947,1,cross_study_DEG_comparison
LOC111135948,1,ds1-5_allDEGs_merged
LOC111135951,1,ds1-5_allDEGs_merged
LOC111135955,1,cross_study_DEG_comparison
LOC111135960,1,ds1-5_allDEGs_merged
LOC111135964,1,ds1-5_allDEGs_merged
LOC111135979,1,cross_study_DEG_comparison
LOC111135983,1,ds1-5_allDEGs_merged
LOC111135984,1,ds1-5_allDEGs_merged
LOC111135985,1,ds1-5_allDEGs_merged
LOC111135987,1,cross_study_DEG_comparison
LOC111135994,1,ds1-5_allDEGs_merged
LOC111135996,1,ds1-5_allDEGs_merged
LOC111135999,1,ds1-5_allDEGs_merged
LOC111136002,1,ds1-5_allDEGs_merged
LOC111136004,1,cross_study_DEG_comparison
LOC111136005,1,ds1-5_allDEGs_merged
LOC111136013,1,cross_study_DEG_comparison
LOC111136014,1,cross_study_DEG_comparison
LOC111136015,1,ds1-5_allDEGs_merged
LOC111136017,1,cross_study_DEG_comparison
LOC111136022,1,cross_study_DEG_comparison
LOC111136024,1,cross_study_DEG_comparison
LOC111136025,1,cross_study_DEG_comparison
LOC111136028,1,cross_study_DEG_comparison
LOC111136029,1,ds1-5_allDEGs_merged
LOC111136031,1,ds1-5_allDEGs_merged
LOC111136032,1,ds1-5_allDEGs_merged
LOC111136034,1,cross_study_DEG_comparison
LOC111136037,1,ds1-5_allDEGs_merged
LOC111136038,1,cross_study_DEG_comparison
LOC111136039,1,ds1-5_allDEGs_merged
LOC111136043,1,ds1-5_allDEGs_merged
LOC111136045,1,ds1-5_allDEGs_merged
LOC111136051,1,cross_study_DEG_comparison
LOC111136054,1,ds1-5_allDEGs_merged
LOC111136057,1,cross_study_DEG_comparison
LOC111136058,1,cross_study_DEG_comparison
LOC111136059,1,cross_study_DEG_comparison
LOC111136060,1,ds1-5_allDEGs_merged
LOC111136063,1,ds1-5_allDEGs_merged
LOC111136066,1,ds1-5_allDEGs_merged
LOC111136073,1,ds1-5_allDEGs_merged
LOC111136074,1,ds1-5_allDEGs_merged
LOC111136076,1,ds1-5_allDEGs_merged
LOC111136085,1,ds1-5_allDEGs_merged
