feature,coefficient
LOC111103066,-7.3157203183511355
LOC111133512,3.8403009213419015
LOC111109496,-3.39365350726743
LOC111116766,-1.9802896041611475
LOC111125640,2.037483425589173
LOC111102778,3.406807813213777
INTERCEPT,-2.2126858264507256
