feature,coefficient
LOC111103066,-0.9598690880061133
LOC111133512,0.6096960516854083
LOC111109496,0.6117643018584548
LOC111116766,-0.08593405956379788
LOC111125640,0.5816111089850053
LOC111102778,-0.2981790337280705
INTERCEPT,0.21382088161406018
