feature,coefficient
LOC111103066,-7.652567379838444
LOC111133512,4.266238299843138
LOC111109496,-3.7328044930761743
LOC111116766,-1.5493624196069096
LOC111125640,1.603409216511042
LOC111102778,4.093091357862663
INTERCEPT,-1.6364371283328931
