feature,coefficient
LOC111103066,-6.659822071057655
LOC111133512,4.517181502832035
LOC111109496,-3.3870493192128914
LOC111116766,-2.182266728246329
LOC111125640,2.594426742884664
LOC111102778,3.6021483262818816
INTERCEPT,-2.2087319964229564
