feature,coefficient
LOC111103066,-1.715602737896383
LOC111133512,0.18463090064482068
LOC111109496,-0.919968924424864
LOC111116766,1.1801044736457524
LOC111125640,-0.4010509846478545
LOC111102778,0.46810430498325223
INTERCEPT,-0.028949615556368564
