feature,coefficient
LOC111103066,-7.139557308627686
LOC111133512,4.237386654151416
LOC111109496,-2.937036682167799
LOC111116766,-1.299319399006118
LOC111125640,1.647151114611681
LOC111102778,4.29428386188764
INTERCEPT,-1.5713085753648581
