LOC_ID,Gene_description,Canonical_XP,N_studies,DS1_identified,DS1_n_comparisons,DS1_comparisons,DS2_identified,DS2_n_comparisons,DS2_comparisons,DS3_identified,DS3_n_comparisons,DS3_comparisons,DS4_identified,DS4_n_comparisons,DS4_comparisons,DS5_identified,DS5_n_comparisons,DS5_comparisons
LOC111135087,arylsulfatase B-like,XP_022340527.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135089,tektin-1-like,XP_022340530.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135091,proline-rich transmembrane protein 3-like,XP_022340532.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135093,jmjC domain-containing protein 7-like isoform X2,XP_022340536.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135112,peroxisomal membrane protein 2-like,XP_022340560.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135115,triple functional domain protein-like isoform X1,XP_022340564.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135117,serine/arginine repetitive matrix protein 2-like isoform X5,XP_022340569.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135120,uncharacterized protein LOC111135120 isoform X1,XP_022340579.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135146,uncharacterized protein LOC111135146,XP_022340629.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135150,Fanconi anemia core complex-associated protein 20-like isoform X3,XP_022340635.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135159,aldose 1-epimerase-like isoform X1,XP_022340662.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135165,LOW QUALITY PROTEIN: mediator of RNA polymerase II transcription subunit 15-like,XP_022340671.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135168,forkhead-associated domain-containing protein 1-like isoform X2,XP_022340674.1,1,No,0,,No,0,,No,0,,Yes,1,7d_fed_vs_inj,No,0,
LOC111135177,slit homolog 3 protein-like isoform X2,XP_022340715.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135185,E3 ubiquitin-protein ligase TRIM56-like,XP_022340727.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135189,uncharacterized protein LOC111135189 isoform X1,XP_022340730.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111135208,C-terminal-binding protein-like isoform X1,XP_022340763.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135216,sterile alpha motif domain-containing protein 9-like,XP_022340785.1,1,No,0,,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111135221,cysteine and histidine-rich protein 1-like,XP_022340793.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135222,protein fem-1 homolog C-like,XP_022340794.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135227,OTU domain-containing protein 6B-like,XP_022340800.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135231,serine/threonine-protein kinase NLK-like isoform X1,XP_022340806.1,1,No,0,,No,0,,No,0,,Yes,1,7d_fed_vs_inj,No,0,
LOC111135249,"pyruvate dehydrogenase (acetyl-transferring) kinase isozyme 2, mitochondrial-like isoform X2",XP_022340852.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135251,uncharacterized protein LOC111135251,XP_022340851.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111135252,Na(+)/H(+) exchanger beta-like,XP_022340853.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135255,uncharacterized protein LOC111135255,XP_022340870.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135259,uncharacterized protein LOC111135259 isoform X1,XP_022340878.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135260,von Willebrand factor A domain-containing protein 7-like,XP_022340887.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135261,uncharacterized protein LOC111135261,XP_022340884.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135265,uncharacterized protein LOC111135265,XP_022340890.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135271,uncharacterized protein LOC111135271,XP_022340900.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135273,uncharacterized protein LOC111135273,XP_022340902.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135275,angiomotin-like isoform X1,XP_022340904.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135280,uncharacterized protein LOC111135280,XP_022340918.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135281,RE1-silencing transcription factor-like,XP_022340919.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135287,xaa-Pro dipeptidase-like,XP_022340927.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135290,glycogen [starch] synthase-like isoform X1,XP_022340936.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135297,signal recognition particle subunit SRP72-like,XP_022340941.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135299,uncharacterized protein LOC111135299,XP_022340943.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135305,uncharacterized protein LOC111135305,XP_022340954.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135317,"acyl-coenzyme A thioesterase 9, mitochondrial-like isoform X2",XP_022340975.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135324,uncharacterized protein LOC111135324,XP_022340990.1,1,No,0,,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111135333,integrator complex subunit 4-like,XP_022341005.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135363,5-hydroxytryptamine receptor 4-like,XP_022341057.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135365,LOW QUALITY PROTEIN: nuclear receptor subfamily 0 group B member 1-like,XP_022341068.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135366,uncharacterized protein LOC111135366 isoform X1,XP_022341070.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135381,NGFI-A-binding protein 1-like isoform X1,XP_022341106.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135406,piggyBac transposable element-derived protein 4-like,XP_022341151.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135410,RING finger protein 24-like,XP_022341159.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135422,uncharacterized protein LOC111135422,XP_022341182.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135427,uncharacterized protein LOC111135427,XP_022341193.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135428,RING finger protein 10-like isoform X2,XP_022341194.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135431,uncharacterized protein LOC111135431 isoform X2,XP_022341198.1,1,No,0,,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111135435,loricrin-like isoform X3,XP_022341210.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135437,monocarboxylate transporter 12-like,XP_022341214.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135445,polyhomeotic-like protein 1 isoform X3,XP_022341238.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135449,uncharacterized protein LOC111135449,XP_022341245.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135451,coiled-coil domain-containing protein 157-like isoform X1,XP_022341248.1,1,No,0,,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111135463,fibropellin-1-like isoform X8,XP_022341267.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135464,"beta-1,3-glucan-binding protein-like",XP_022341273.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111135472,uncharacterized protein LOC111135472,XP_022341285.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135475,14-3-3 protein epsilon-like,XP_022341288.1,1,No,0,,No,0,,No,0,,Yes,1,36h_fed_vs_inj,No,0,
LOC111135477,small G protein signaling modulator 1-like isoform X6,XP_022341291.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135486,uncharacterized protein LOC111135486 isoform X1,XP_022341308.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135493,"steroid 17-alpha-hydroxylase/17,20 lyase-like",XP_022341319.1,1,No,0,,No,0,,No,0,,Yes,1,36h_fed_vs_inj,No,0,
LOC111135495,E3 ubiquitin-protein ligase TRIM71-like,XP_022341324.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135501,uncharacterized protein LOC111135501 isoform X1,XP_022341338.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135504,extracellular sulfatase Sulf-1-like,XP_022341348.1,1,No,0,,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111135510,uncharacterized protein LOC111135510 isoform X1,XP_022341352.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135512,uncharacterized protein LOC111135512,XP_022341359.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135516,heat shock 70 kDa protein 12B-like,XP_022341363.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135518,uncharacterized protein LOC111135518 isoform X3,XP_022341367.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111135528,uncharacterized protein LOC111135528,XP_022341386.1,1,No,0,,No,0,,No,0,,No,0,,Yes,1,resistant_fam266_36h_7d
LOC111135543,"aspartate--tRNA ligase, mitochondrial-like",XP_022341402.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135553,long-chain-fatty-acid--CoA ligase 4-like,XP_022341416.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135554,HRAS-like suppressor 3,XP_022341419.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135557,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform-like",XP_022341421.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135563,testicular haploid expressed gene protein-like isoform X7,XP_022341433.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135569,centrosomal protein of 104 kDa-like isoform X4,XP_022341453.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135571,piwi-like protein 1 isoform X2,XP_022341463.1,1,No,0,,No,0,,No,0,,Yes,1,36h_fed_vs_inj,No,0,
LOC111135579,uncharacterized protein LOC111135579 isoform X1,XP_022341482.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135589,serine incorporator 1-like isoform X1,XP_022341502.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135591,UV-stimulated scaffold protein A-like,XP_022341509.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135603,uncharacterized protein LOC111135603,XP_022341535.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135608,uncharacterized protein LOC111135608,XP_022341542.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135615,coadhesin-like,XP_022341552.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135624,uncharacterized protein LOC111135624,XP_022341562.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135633,uncharacterized protein LOC111135633 isoform X1,XP_022341572.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135637,RILP-like protein 1 isoform X8,XP_022341587.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135641,zinc finger protein 236-like isoform X1,XP_022341598.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135642,zinc finger protein 83-like isoform X1,XP_022341603.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135647,uncharacterized protein LOC111135647,XP_022341617.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135648,uncharacterized protein LOC111135648,XP_022341621.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135652,,,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111135655,MMS19 nucleotide excision repair protein homolog,XP_022341629.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135656,MMS19 nucleotide excision repair protein homolog isoform X1,XP_022341630.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135673,uncharacterized protein LOC111135673 isoform X1,XP_022341650.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135677,beta-arrestin-1-like isoform X1,XP_022341657.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135680,cell death-inducing p53-target protein 1 homolog,XP_022341661.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135682,importin subunit alpha-4-like isoform X1,XP_022341663.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135684,vicilin-like seed storage protein At2g18540,XP_022341665.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135687,uncharacterized protein LOC111135687 isoform X1,XP_022341669.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111135689,uncharacterized protein LOC111135689 isoform X4,XP_022341672.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135699,attractin-like protein 1 isoform X2,XP_022341693.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135709,uncharacterized protein LOC111135709 isoform X1,XP_022341710.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135710,uncharacterized protein LOC111135710,XP_022341713.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135711,"steroid 17-alpha-hydroxylase/17,20 lyase-like isoform X2",XP_022341716.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135714,integrin beta-1-like isoform X1,XP_022341721.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135723,DNA-directed RNA polymerase II subunit RPB2-like,XP_022341735.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135727,GATOR complex protein WDR24-like,XP_022341740.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135735,golgin subfamily A member 3-like isoform X1,XP_022341754.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135748,solute carrier family 12 member 9-like,XP_022341782.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135761,LOW QUALITY PROTEIN: group XV phospholipase A2-like,XP_022341795.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135764,importin subunit alpha-2-like,XP_022341798.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135765,meiotic nuclear division protein 1 homolog,XP_022341799.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135768,uncharacterized protein LOC111135768 isoform X4,XP_022341802.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111135777,mitotic checkpoint protein BUB3-like,XP_022341821.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135779,uncharacterized protein LOC111135779 isoform X2,XP_022341823.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111135790,myb/SANT-like DNA-binding domain-containing protein 4 isoform X6,XP_022341863.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135795,helicase with zinc finger domain 2-like isoform X1,XP_022341880.1,1,No,0,,No,0,,No,0,,Yes,1,7d_fed_vs_inj,No,0,
LOC111135807,uncharacterized protein LOC111135807 isoform X1,XP_022341895.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135810,ganglioside-induced differentiation-associated protein 1-like,XP_022341900.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135822,uncharacterized protein LOC111135822,XP_022341907.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135825,D-glucuronyl C5-epimerase-like isoform X1,XP_022341916.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135827,uncharacterized protein LOC111135827 isoform X2,XP_022341926.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135839,probable delta-1-pyrroline-5-carboxylate synthase isoform X1,XP_022341942.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111135841,L-fucose kinase-like isoform X1,XP_022341949.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135843,neuronal acetylcholine receptor subunit alpha-9-like,XP_022341954.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135850,LOW QUALITY PROTEIN: ATP-dependent RNA helicase A-like,XP_022341971.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135852,"beta-1,4-galactosyltransferase galt-1-like",XP_022341974.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135864,uncharacterized protein LOC111135864,XP_022341998.1,1,No,0,,No,0,,No,0,,Yes,2,36h_fed_vs_inj; 7d_fed_vs_inj,No,0,
LOC111135868,ribonuclease P protein subunit p29-like isoform X1,XP_022342004.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135870,"protein preY, mitochondrial-like isoform X1",XP_022342008.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135878,ras and EF-hand domain-containing protein homolog isoform X3,XP_022342027.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135890,rootletin-like isoform X1,XP_022342040.1,1,No,0,,No,0,,No,0,,Yes,2,6h_fed_vs_ctrl; 7d_fed_vs_inj,No,0,
LOC111135904,neurogenic locus notch homolog protein 1-like isoform X1,XP_022342074.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135909,uncharacterized protein LOC111135909,XP_022342075.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111135917,"actin, cytoplasmic type 5-like",XP_022342106.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135921,uncharacterized protein LOC111135921 isoform X1,XP_022342109.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135929,acyloxyacyl hydrolase-like,XP_022342123.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111135931,protein-glutamine gamma-glutamyltransferase 4-like,XP_022342125.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135941,serine/threonine-protein kinase PAK 3-like isoform X2,XP_022342137.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135946,"cytochrome b-c1 complex subunit Rieske, mitochondrial-like",XP_022342144.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111135947,transient receptor potential cation channel subfamily M member 1-like isoform X1,XP_022342149.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135952,uncharacterized protein LOC111135952,XP_022342151.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135955,uncharacterized protein LOC111135955 isoform X1,XP_022342154.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111135979,uncharacterized protein LOC111135979,XP_022342206.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111135987,monocarboxylate transporter 12-like isoform X1,XP_022342227.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111136004,uncharacterized protein LOC111136004,XP_022342256.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111136013,LOW QUALITY PROTEIN: caltractin-like,XP_022342272.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111136014,stromal cell-derived factor 2-like,XP_022342276.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111136022,uncharacterized protein LOC111136022,XP_022342298.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111136024,uncharacterized protein DDB_G0279979-like,XP_022342303.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111136028,,,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111136030,uncharacterized protein LOC111136030,XP_022342306.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111136034,"UDP-D-xylose:L-fucose alpha-1,3-D-xylosyltransferase-like",XP_022342314.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111136038,uncharacterized protein K02A2.6-like,XP_022342321.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111136051,LOW QUALITY PROTEIN: phosphatidylinositol 4-kinase alpha-like,XP_022342335.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111136053,uncharacterized protein LOC111136053,XP_022342342.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111136057,nucleoside diphosphate kinase 7-like,XP_022342349.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111136058,coiled-coil domain-containing protein 74A-like isoform X1,XP_022342350.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111136059,uncharacterized protein LOC111136059,XP_022342392.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111136061,uncharacterized protein LOC111136061 isoform X1,XP_022342355.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111136064,hydroxyproline dehydrogenase-like,XP_022342360.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111136075,NACHT and WD repeat domain-containing protein 2-like,XP_022342374.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111136100,uncharacterized protein LOC111136100,XP_022342414.1,1,No,0,,No,0,,No,0,,No,0,,Yes,1,resistant_fam266_36h_7d
LOC111136105,acetylcholinesterase-like,XP_022342419.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111136106,rho GTPase-activating protein 39-like isoform X4,XP_022342423.1,1,No,0,,No,0,,No,0,,Yes,1,36h_fed_vs_inj,No,0,
LOC111136118,protein LSM14 homolog B-like isoform X5,XP_022342447.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111136121,retinal-binding protein-like isoform X1,XP_022342458.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111136123,SEC14-like protein 2 isoform X1,XP_022342462.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111136130,uncharacterized protein LOC111136130 isoform X1,XP_022342473.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111136133,nuclear receptor subfamily 1 group D member 2-like,XP_022342513.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111136134,"coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial-like",XP_022342478.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111136142,LOW QUALITY PROTEIN: fragile X mental retardation syndrome-related protein 1-like,XP_022342487.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111136147,LIM domain-binding protein 2-like isoform X2,XP_022342492.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111136152,glucose-induced degradation protein 8 homolog,XP_022342510.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
