LOC_ID,Gene_description,Canonical_XP,N_studies,DS1_identified,DS1_n_comparisons,DS1_comparisons,DS2_identified,DS2_n_comparisons,DS2_comparisons,DS3_identified,DS3_n_comparisons,DS3_comparisons,DS4_identified,DS4_n_comparisons,DS4_comparisons,DS5_identified,DS5_n_comparisons,DS5_comparisons
DS3_Cg_OYG_10005815_10020394,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10005875_10019838,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10005878_10040586,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10005910_10041660,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10005949_10038045,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006070_10016756,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006186_10001797,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006288_10029338,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006297_10031746,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006428_10022645,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006474_10002853,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006478_10006491,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006488_10036626,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006490_10038613,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006517_10021218,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006556_10025706,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006570_10014535,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006605_10024945,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006606_10011624,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006639_10008096,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006757_10035964,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006796_10010941,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006829_10006492,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006841_10007783,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006874_10034791,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006889_10024102,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006926_10034817,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10006965_10011525,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007011_10027007,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007023_10035502,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007043_10004604,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007071_10030857,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007096_10022159,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007196_10020282,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007276_10005678,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007278_10006872,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007295_10036624,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007357_10036318,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007366_10012865,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007386_10032787,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007407_10018827,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007481_10018288,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007567_10009996,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007645_10025556,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007661_10008409,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007681_10025110,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007774_10042075,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007807_10038209,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007827_10002477,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007882_10005153,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007923_10017902,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007924_10017903,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007963_10000717,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10007991_10034321,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10008155_10016668,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10008175_10015227,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10008226_10028787,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10008233_10010366,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10008285_10031678,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10008379_10010992,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10008422_10021878,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10008504_10007611,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10008557_10038282,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10008565_10026839,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10008641_10020485,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10008747_10039965,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10008752_10039711,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10008753_10039709,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10008952_10020757,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10009041_10028674,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10009048_10010718,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10009092_10017642,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10009217_10001557R,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10009271_10025338,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10009423_10038213,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10009612_10030036,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10009685_10023496,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10010012_10015558,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10010167_10027830,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10010243_10032718,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10010262_10031120,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10010268_10034983,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10010276_10041982,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10010419_10021935,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10010430_10035108,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10010443_10038613,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10010476_10030790,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10010481_10024422,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10010509_10002115,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10010513_10016387,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10010517_10038613,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10010635_10034636,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10010706_10013779,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10010805_10002503,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10010863_10015204,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10010919_10036244,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011199_10040492,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011205_10014826,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011228_10028731,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011253_10020681,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011310_10001650,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011342_10006021,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011354,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011359_10027472,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011385_10008879,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011387_10037142,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011481_10036112,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011522_10006895,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011543_10034490,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011654_10020117,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011686_10030619,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011748_10018921,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011810_10032591,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011837_10012607,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011867_10018863,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011942_10036961,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10011958_10006710,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012053_10037533,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012198_10036494,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012232_10019325,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012280_10030367,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012321_10008242,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012337_10020418,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012347_10033778,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012415_10015629,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012426_10021215,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012431_10013471,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012525_10017827,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012546_10036825,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012553_10024788,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012630_10035352,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012699_10031353,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012711_10026845,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012864_10035439,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012943_10036072,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012952_10020501,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10012965_10038384,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013049_10031575,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013066_10005242,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013069_10009056,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013076_10031957,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013081_10031954,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013084_10008413,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013090_10008419,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013133_10019072,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013155_10017925,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013296_10014060,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013362_10022409,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013370_10022399,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013401_10023420,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013402_10023421,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013456_10000269,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013638_10025219,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013671_10028432-D4,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013700_10041080,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013738_10015583,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013834_10021991,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10013874_10023484,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014154_10004321,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014240_10031229,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014277_10041033,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014312_10027409,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014356_10016655,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014371_10030109,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014372_10029854,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014444_10005037,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014469_10040256,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014485,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014490_10028642,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014521_10023245,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014541_10030092,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014547_10017755,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014557_10016596,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014579_10008522,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014690_10041281,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014747_10040335,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014826_10002632,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014905_10001764,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10014945_10012123,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10015000_10006030,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10015053_10041694,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10015152_10009825,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10015184_10031842,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10015187_10020714,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10015226_10037459,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10015439_10032974,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10015605_10017124,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10015645_10019480,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10015734_10030156,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10015754_10031120,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10015791_10038296,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10015830_10016969,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10015898_10015896,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10015959_10036528,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10016108_10022524,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10016333_10040031,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10016351_10010040,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10016362_10020338,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10016363_10020337,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10016364_10019639,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10016401_10010686,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10016431_10006302,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10016487_10024473,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10016528_10038343,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10016538_10009430,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10016599_10004558,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10016651_10013250,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10016893_10041314,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10016942_10023150,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10016946_10008235,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10016954_10042003,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10017146_10020448,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10017149_10024161,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10017200_10032037,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10017293_10034924,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
DS3_Cg_OYG_10017336_10022126,,,1,No,0,,No,0,,Yes,1,Cg_Pmarinus_infection,No,0,,No,0,
