gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
LOC111099056	174.47571456	1.00673	0.17161906	1.936537e-10	2.316613e-08
LOC111099122	97.53009785	1.190672	0.27464319	2.444234e-07	1.049965e-05
LOC111099424	116.36593535	-1.293199	0.25197581	4.173093e-09	3.328086e-07
LOC111099646	71.89547841	-1.603833	0.31299653	1.682364e-09	1.521453e-07
LOC111099711	42.4719459	1.204526	0.301509	9.058876e-07	3.176657e-05
LOC111099725	94.89938713	1.483702	0.2047956	4.0063e-15	1.643717e-12
LOC111099823	71.65417627	1.165049	0.13038983	1.135932e-20	1.24501e-17
LOC111099830	35.53297547	1.450096	0.234425	5.996422e-12	1.205727e-09
LOC111099849	211.46049171	1.140069	0.54686006	0.0001781126	0.002446589
LOC111099854	48.88537514	-1.309651	0.34434215	1.315441e-06	4.408359e-05
LOC111099983	353.21708267	1.06949	0.19720934	1.926485e-09	1.71757e-07
LOC111099992	59.27092859	1.212551	0.16780741	1.125017e-14	4.1694e-12
LOC111100012	39.77664765	1.209746	0.20997393	1.754292e-10	2.153109e-08
LOC111100182	44.41627649	1.088197	0.41324023	7.35515e-05	0.00121434
LOC111100200	71.08494145	1.03533	0.2080315	2.149408e-08	1.327646e-06
LOC111100201	32.0443293	1.173669	0.32911951	4.460256e-06	0.0001232504
LOC111100257	150.08505116	1.186205	0.19256874	1.722781e-11	2.933539e-09
LOC111100263	69.35233786	2.157549	0.29730144	9.297155e-16	4.393138e-13
LOC111100284	112.93698439	-1.158839	0.45733745	7.24534e-05	0.001201265
LOC111100307	358.4722045	-1.792942	0.28118038	7.440395e-13	1.715011e-10
LOC111100325	52.63798557	-1.196811	0.31572954	1.950634e-06	6.175701e-05
LOC111100391	59.77360756	-1.807802	0.39032854	1.100694e-08	7.483528e-07
LOC111100437	54.4615778	1.629504	0.34169707	9.136434e-09	6.566074e-07
LOC111100443	93.86076409	-1.878046	0.22031761	6.198291e-20	5.857695e-17
LOC111100452	163.22531355	1.085286	0.52703375	0.0002276223	0.002985627
LOC111100506	191.24145109	1.156466	0.35818824	1.308903e-05	0.0002980673
LOC111100531	64.73928933	1.565692	0.19790616	1.9298480000000003e-17	1.350965e-14
LOC111100541	108.38048454	-1.424236	0.28614388	5.989564e-09	4.543365e-07
LOC111100552	54.25142398	1.042176	0.20625019	1.444543e-08	9.35045e-07
LOC111100633	320.89258623	-3.979067	0.41424016	4.5964529999999996e-26	2.895918e-22
LOC111100700	100.71038331	1.146653	0.36553309	1.742843e-05	0.0003705454
LOC111100743	117.52275917	1.221171	0.228975	1.853795e-09	1.660596e-07
LOC111100842	97.07597579	1.529928	0.28551811	5.989111e-10	6.288899e-08
LOC111100867	119.15117444	1.112407	0.42033536	6.602165e-05	0.001106272
LOC111100868	143.16807404	1.311188	0.44874203	1.82399e-05	0.000386061
LOC111100906	320.06506128	-1.295125	0.15057066	1.3667939999999998e-19	1.174263e-16
LOC111100913	41.46286393	1.880912	0.23428381	3.862132e-18	2.919927e-15
LOC111100921	84.43260817	1.333437	0.20294917	7.228736e-13	1.686794e-10
LOC111100923	37.07396907	1.502755	0.22433355	1.79677e-13	4.652157e-11
LOC111100926	107.48962218	1.088868	0.2173605	1.54784e-08	9.984891e-07
LOC111100927	54.6585589	1.003584	0.20093787	2.161175e-08	1.330566e-06
LOC111100981	51.0741317	-1.299947	0.2107157	1.084126e-11	1.951531e-09
LOC111100995	65.66764018	1.051536	0.2579547	1.050112e-06	3.602208e-05
LOC111101010	54.96818796	1.391458	0.34028554	3.519798e-07	1.427633e-05
LOC111101078	82.02724099	1.718793	0.29761829	3.508383e-11	5.572432e-09
LOC111101156	122.20915114	-1.348075	0.17719436	3.963857e-16	1.971602e-13
LOC111101173	58.63981919	-1.01624	0.51186389	0.0003323579	0.004045007
LOC111101218	71.5147125	1.030205	0.30208692	1.106152e-05	0.0002596422
LOC111101237	152.36827029	-1.282461	0.41782674	1.371028e-05	0.0003092338
LOC111101239	43.49312124	2.51988	0.2063198	4.923167e-37	9.305278e-33
LOC111101240	162.06874976	2.261987	0.24276852	2.85322e-23	4.9026099999999994e-20
LOC111101260	87.15031107	-1.220004	0.14608856	1.524614e-18	1.200697e-15
LOC111101446	180.52261714	-1.208894	0.15685048	2.98071e-16	1.522659e-13
LOC111101710	49.2188572	-1.378947	0.29843738	3.81744e-08	2.1998e-06
LOC111101789	102.3083411	1.067657	0.43173558	0.0001116795	0.00170093
LOC111101800	115.92667055	1.239631	0.36235426	5.752905e-06	0.0001514424
LOC111101841	190.95897259	-1.397245	0.20553351	1.250949e-13	3.477087e-11
LOC111101852	408.48609543	1.2486	0.15830401	6.220915000000001e-17	3.755566e-14
LOC111101853	76.89611169	2.377803	0.26454801	4.9606120000000005e-22	7.212348999999999e-19
LOC111101967	36.79376514	-1.720926	0.24168439	5.436631e-15	2.140787e-12
LOC111102252	614.07028742	1.053579	0.13137083	4.5092050000000003e-17	2.84095e-14
LOC111102291	488.09986743	-1.477676	0.29192652	3.320295e-09	2.739943e-07
LOC111102365	136.70289008	-1.153924	0.19965021	1.925756e-10	2.316613e-08
LOC111102493	24.95876429	1.004457	0.24432679	1.042525e-06	3.589209e-05
LOC111102518	15324.90369723	-1.438456	0.38895075	1.277663e-06	4.304654e-05
LOC111102612	105.05606584	-1.171037	0.11895853	2.003145e-24	5.408779e-21
LOC111102627	117.14314074	1.134344	0.27221552	5.785239e-07	2.148267e-05
LOC111102660	75.20565897	1.020836	0.37738454	7.712277e-05	0.001259894
LOC111102689	47.61789123	1.432931	0.28122197	3.206179e-09	2.693333e-07
LOC111102735	115.28814089	-1.877573	0.30206693	1.737482e-12	3.731835e-10
LOC111102834	169.71517748	-1.239505	0.25705472	2.341344e-08	1.43216e-06
LOC111102836	30.32348953	1.296575	0.21523584	2.693835e-11	4.389326e-09
LOC111102866	40.37049409	1.52609	0.27133838	1.382187e-10	1.765184e-08
LOC111102872	66.56475788	3.364171	0.28967097	1.133666e-34	1.071371e-30
LOC111102902	121.00139144	3.095854	0.38834777	7.089405999999999e-19	5.825951e-16
LOC111102928	306.28831281	-1.065749	0.50973602	0.0002325031	0.003041205
LOC111102942	116.96049964	1.14622	0.3155816	3.903915e-06	0.0001104609
LOC111102949	53.46831305	1.123408	0.49814465	0.000141609	0.002057304
LOC111102960	96.39199399	1.045936	0.33384034	2.379991e-05	0.0004831815
LOC111103059	89.14028565	-1.171301	0.32860331	4.515718e-06	0.0001246008
LOC111103150	3250.90879365	1.023607	0.24575218	8.027446e-07	2.846656e-05
