feature,coefficient
LOC111103066,-0.3885546671615608
LOC111133512,0.22940250561906195
LOC111109496,-2.4643019863891644
LOC111116766,-0.2266286955487355
LOC111125640,0.4952803965274661
LOC111102778,0.28384574384176814
INTERCEPT,-0.2966049746185635
