gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	source_file
LOC111128710	13.84280402	-1.162927	0.47316383	0.0001626332	0.0147303916	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129124	65.5428937	-1.352431	0.35022015	5.133748e-06	0.0005502682	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129124	58.25077994	-1.22646	0.49373187	0.0001386396	0.0133958118	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129209	133.17551067	1.499903	0.33242311	2.573456e-07	7.482546e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129209	153.96262786	1.596719	0.38020135	1.460607e-06	0.0020588175	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129374	442.82483679	-1.489801	0.34066424	1.04474e-06	0.0018446107	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129374	432.27413739	-1.528017	0.27526644	1.342435e-09	6.476659e-06	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129376	243.10534269	-1.372471	0.27464731	5.087009e-08	3.299513e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129376	246.42918969	-1.297934	0.365152	1.738548e-05	0.0045898331	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129377	123.33502513	-1.27776	0.39734093	3.660901e-05	0.0065177369	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129377	128.3478994	-1.368457	0.30064009	3.994912e-07	9.716855e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129389	283.66074289	-1.256966	0.32771051	9.301619e-06	0.0037854769	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129389	300.98035215	-1.285905	0.24808575	2.801137e-08	2.530628e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129450	68.41622683	-1.645451	0.3776127	2.147038e-07	7.146248e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129450	48.82438733	-1.610252	0.46462283	9.968767e-06	0.003944309	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129465	107.09382092	-1.413218	0.28446909	4.91771e-08	3.273642e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129465	107.89566049	-1.333666	0.37007896	1.455493e-05	0.0043767645	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129679	155.72447757	-1.166252	0.64415868	0.0003700254	0.0229263242	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129679	196.20917965	-1.378959	0.40223326	1.426314e-05	0.001179086	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129855	221.7982024	-1.226089	0.29648771	3.310482e-06	0.0003931547	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129855	228.08381229	-1.159002	0.41404398	9.366887e-05	0.0106605003	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129936	517.87077779	-1.256985	0.35280004	1.823456e-05	0.0046690827	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111129936	510.50602698	-1.308603	0.26556766	9.227048e-08	4.16799e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130011	80.31468442	-1.526874	0.39852045	5.3507e-06	0.0029432763	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130011	79.79407311	-1.325335	0.35137455	7.378511e-06	0.0007233082	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130047	231.56443544	-1.150243	0.42633539	0.000112626	0.0118142093	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130047	238.60794696	-1.234656	0.28714086	1.785884e-06	0.0002611313	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130171	144.95052742	-1.149137	0.43900124	0.0001288889	0.0128620838	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130171	147.52434114	-1.245567	0.29344199	2.11506e-06	0.000298897	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130182	13.79000932	-1.408486	0.51981612	6.452339e-05	0.0088193703	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130182	13.61189712	-1.403348	0.35907663	3.620494e-06	0.0004136628	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130245	160.4609196	-1.105873	0.59028809	0.0004123033	0.0246393252	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130245	210.93726407	-1.011486	0.46445916	0.0004276096	0.01365759	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130289	237.97233304	-1.312473	0.31058633	1.798434e-06	0.000261455	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130289	233.00730794	-1.1011	0.50785299	0.0002803436	0.019739366	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130301	433.11959045	-1.357063	0.28242478	1.359608e-07	5.212635e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130301	445.12139186	-1.327153	0.37311485	1.640954e-05	0.0045132234	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130367	78.14055737	-1.423296	0.67176266	0.00011513	0.0119106779	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130367	90.04422567	-1.680825	0.43796883	1.04996e-06	0.0001844431	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130486	188.13230736	-1.22066	0.27641371	1.192443e-06	0.0001998301	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130486	183.68278748	-1.159484	0.39868657	7.733458e-05	0.0096566469	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130569	74.94956447	-1.484491	0.35688157	2.245695e-06	0.0023021435	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130569	79.38186241	-1.456798	0.29095116	3.319501e-08	2.673547e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130579	107.00469092	-1.423138	0.3335462	1.804854e-06	0.0021118719	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130579	104.00798869	-1.404869	0.25900652	4.837757e-09	8.896895e-06	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130585	86.89346201	-1.320587	0.59372187	0.000153294	0.0142273246	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130585	73.75223997	-1.26685	0.41475732	4.712865e-05	0.002836576	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130620	32.62476837	-1.083452	0.85253593	0.0004210931	0.0249918745	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111130620	31.1870382	-1.070935	0.67441647	0.0004998835	0.01505363	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111131074	96.23871311	-1.014332	0.91091879	0.0003227575	0.0215998496	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111131074	88.8452964	-1.492689	0.75855847	4.376255e-05	0.002693473	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111131213	146.793583	-1.225626	0.49330947	0.0001350228	0.006055917	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111131213	111.79530535	-1.116502	0.70875387	0.0005047756	0.0273530874	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111131580	144.67550003	-1.411548	0.39347294	1.290194e-05	0.0042170644	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111131580	146.86745043	-1.467302	0.29495708	3.699168e-08	2.673547e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111131613	1351.76581526	1.153176	0.24289952	3.568374e-07	9.265743e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111131613	1425.09669068	1.123868	0.32080614	2.45612e-05	0.0054844423	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111131799	149.25808748	-1.56187	0.29369098	3.974064e-09	8.896895e-06	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111131799	138.84284147	-1.508484	0.36727998	2.507246e-06	0.0024406696	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111132291	947.89451994	-1.192104	0.2589903	6.025105e-07	0.0001259595	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111132291	1033.23253887	-1.004247	0.40961101	0.0002013547	0.0164186568	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111132299	180.29039607	-1.089179	0.59516564	0.0004522262	0.0264206454	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111132299	216.9802628	-1.233343	0.37001423	2.997754e-05	0.00199032	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111132461	120.4323625	-1.900142	0.47866333	1.06327e-06	0.0018446107	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111132461	97.7623975	-1.771041	0.4126213	1.243054e-07	5.118912e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111132726	42.60879838	-1.568132	0.58944097	4.053957e-05	0.0067227124	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111132726	59.64721195	-1.611225	0.40318995	9.654434e-07	0.0001725284	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111132782	223.16105891	-1.684612	0.37067057	7.848345e-08	3.972319e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111132782	197.6720844	-1.79364	0.44094976	1.200226e-06	0.0019334778	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111133152	137.25906436	-1.326789	0.25898088	3.264264e-08	2.673547e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111133152	126.2566052	-1.232595	0.3393902	1.609666e-05	0.0045132234	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111133161	117.32455654	-1.349634	0.38248372	1.676255e-05	0.0045272052	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111133161	119.81266668	-1.308971	0.29051828	6.133779e-07	0.0001271804	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111133183	32.34416276	-1.227419	0.56322192	0.0001858913	0.007595872	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111133183	32.50461925	-1.130011	0.76998505	0.0004615273	0.026689297	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111133666	262.9855913	-1.029286	0.57625266	0.0005496215	0.0286549941	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111133666	248.94675031	-1.038577	0.39539436	0.0001951905	0.007874861	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134314	325.92513057	-1.299623	0.3341523	7.498616e-06	0.0035232559	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134314	354.95648994	-1.377383	0.26122977	1.22439e-08	1.491339e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134321	227.35274956	-1.327908	0.37944086	1.863244e-05	0.0046690827	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134321	225.22581159	-1.315772	0.28444836	3.589669e-07	9.265743e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134473	155.77317322	-1.163129	0.39056837	6.788249e-05	0.0090056109	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134473	158.30355696	-1.257018	0.27061499	4.08103e-07	9.739031e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134614	141.58183225	-1.312871	0.35364312	9.101212e-06	0.0008402345	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134614	125.01150665	-1.367857	0.50263933	7.065331e-05	0.0091362508	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134645	70.24607609	-1.610878	0.45282962	3.377879e-06	0.0003986105	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134645	67.78065963	-1.264693	0.70938571	0.0002596463	0.0189470699	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134664	195.35565037	-1.369295	0.3488659	5.954825e-06	0.0031232367	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134664	208.20415633	-1.460107	0.27233177	5.275673e-09	8.896895e-06	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134759	15.36594962	-1.325088	0.47050315	5.620611e-05	0.003173638	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134759	16.69018985	-1.331752	0.67790784	0.000183018	0.0153442548	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134864	312.35222392	-1.557787	0.51669215	2.625447e-05	0.0057458339	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134864	281.30032991	-1.353575	0.42795461	2.753032e-05	0.001872062	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134888	1106.31249731	-1.056567	0.38590055	0.0001169975	0.0120486072	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134888	1070.31568731	-1.111965	0.2686496	4.396254e-06	0.0004814183	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134972	291.61030521	-1.37232	0.36520721	9.275321e-06	0.0037854769	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134972	293.45090646	-1.290581	0.2879456	7.233272e-07	0.0001407484	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134989	153.16619242	-1.354639	0.27267431	6.322163e-08	3.634669e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134989	136.2767375	-1.280677	0.35017466	1.406952e-05	0.0042933109	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134998	158.31002844	-1.188312	0.33571456	2.111078e-05	0.001547879	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111134998	160.75824224	-1.153819	0.51977912	0.0002353739	0.0181327899	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111135064	865.69842336	-1.395324	0.30238373	2.723408e-07	7.625332e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111135064	891.25885963	-1.402578	0.39888941	1.544841e-05	0.0045132234	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111135089	413.6311835	-1.42992	0.37854258	7.797191e-06	0.0035887764	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111135089	421.02553164	-1.456949	0.29545856	4.800357e-08	3.273642e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111135168	270.09354733	-1.071422	0.35789661	7.24984e-05	0.0092900933	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111135168	265.12728125	-1.115435	0.2531999	1.652731e-06	0.0002473815	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111135390	53.11933248	-1.181153	0.2612727	8.78279e-07	0.0001598341	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111135390	52.49902983	-1.04946	0.41235775	0.0001646825	0.0147387083	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111135415	149.54933477	-1.313775	0.50213239	9.413407e-05	0.0106605003	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111135415	174.50554564	-1.398538	0.33901322	1.821533e-06	0.0002632999	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111135443	126.73501508	-1.174306	0.34583188	2.950477e-05	0.0059947854	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111135443	126.88727844	-1.224778	0.25528798	2.290191e-07	7.314361e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111135590	89.01419694	-1.197956	0.38798487	5.292367e-05	0.0079756162	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111135590	91.14939242	-1.246964	0.27636773	7.435863e-07	0.0001414268	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111135829	182.58672651	-1.431036	0.31055344	2.38588e-07	7.360147e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111135829	162.520177	-1.378938	0.41094239	2.2839e-05	0.0052029099	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136019	103.58319578	-1.33037	0.3878726	2.157076e-05	0.0050675562	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136019	109.89552098	-1.315546	0.2878672	4.56653e-07	0.0001040675	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136023	51.17291498	-1.327461	0.96157367	6.82564e-05	0.003650347	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136023	58.91798558	-1.303688	0.96266482	6.171019e-05	0.0086115636	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136057	235.26030544	-1.269021	0.26021103	1.360033e-07	5.212635e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136057	236.59212171	-1.18496	0.36325234	3.838794e-05	0.0065588127	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136070	280.76073561	-1.191128	0.25704024	5.285334e-07	0.000114379	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136070	277.72571087	-1.147193	0.36454802	5.038948e-05	0.0077308431	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136075	78.90259747	-1.365419	0.65049485	0.0001473529	0.013963234	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136075	80.19036451	-1.541292	0.41729458	3.474154e-06	0.0004014342	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136156	289.40204332	-1.22789	0.43139841	7.773025e-05	0.0096566469	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136156	281.79349295	-1.322292	0.29480992	6.344335e-07	0.0001295802	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136175	127.83378114	-1.103376	0.39348483	9.944712e-05	0.0108065383	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136175	121.8423606	-1.125133	0.27591222	5.245082e-06	0.0005574773	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136197	211.74214729	-1.330954	0.27619352	1.416111e-07	5.267932e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136197	209.17264535	-1.315016	0.37165447	1.750213e-05	0.0045898331	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136464	101.39830223	-1.096272	0.40539029	0.0001193122	0.0121757801	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136464	106.07398438	-1.158854	0.27284204	2.690869e-06	0.0003455239	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136616	147.71621394	-1.201182	0.27397202	1.432149e-06	0.0002278467	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136616	152.3754703	-1.145737	0.40749622	9.331961e-05	0.0106605003	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136622	66.54018669	-1.098834	0.47169481	0.0002202412	0.0175515915	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136622	69.08690423	-1.326313	0.30563427	1.11567e-06	0.0001906891	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136631	67.52649003	-2.218111	0.89026444	8.735228e-07	0.0001598341	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136631	70.77890612	-1.811567	0.86268784	6.88136e-06	0.0035039037	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136698	41.46751456	-1.326159	0.63635377	0.0001722481	0.0151156107	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136698	49.55646141	-1.530269	0.40710936	3.075811e-06	0.0003851769	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136811	101.82974225	-1.420604	0.29440985	9.399073e-08	4.171209e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136811	90.02530206	-1.388173	0.39349418	1.552793e-05	0.0045132234	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136945	182.70482082	-1.086925	0.24471846	1.527822e-06	0.0002371029	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111136945	172.80175136	-1.014646	0.35745609	0.0001004344	0.0108377796	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137068	525.1143265	-1.392795	0.28622853	8.780681e-08	4.16799e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137068	497.59130454	-1.351206	0.37043012	1.268874e-05	0.0042170644	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137096	182.42073444	-1.334009	0.36435194	1.268795e-05	0.0042170644	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137096	176.06438426	-1.360968	0.27847783	9.092437e-08	4.16799e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137133	122.10757684	-1.278457	0.24397546	2.142609e-08	2.084593e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137133	122.57883631	-1.197702	0.32316872	1.408704e-05	0.0042933109	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137169	331.72050566	-1.201221	0.25952323	5.249791e-07	0.000114379	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137169	331.51348747	-1.078074	0.3787314	9.453732e-05	0.0106605003	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137216	267.15602249	-1.126665	0.24888161	9.896281e-07	0.0001750604	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137216	257.48038707	-1.051205	0.35477432	7.792798e-05	0.0096566469	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137274	68.52362691	1.525698	0.71012354	7.005416e-05	0.0091362508	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137274	57.1431538	1.842517	0.50517639	6.403195e-07	0.0001295802	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137307	206.82638165	-1.11917	0.32210484	2.931057e-05	0.001956307	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137307	227.88100726	-1.090767	0.49478725	0.0002703309	0.0194164766	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137344	26.64509144	1.391163	0.48214118	3.773706e-05	0.002404526	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137344	31.95564538	1.604676	0.6225153	3.785853e-05	0.0065177369	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137576	71.21727775	-1.562451	0.36079159	3.842799e-07	9.624498e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137576	63.94844366	-1.48441	0.48882049	3.167867e-05	0.0061590427	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137884	63.4838034	-1.01681	0.28640425	2.90721e-05	0.001950347	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137884	65.2168489	-1.016922	0.43413985	0.0002395944	0.0181327899	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137947	152.12036655	-1.389018	0.35203315	3.426489e-06	0.0003994307	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137947	137.57951838	-1.162609	0.56436827	0.0002860436	0.0199725753	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137960	82.03508872	-1.279952	0.3365887	7.940138e-06	0.0007579386	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111137960	87.99612389	-1.117158	0.52748836	0.000292405	0.0202288651	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111138059	726.55007778	-1.204817	0.2323678	3.670858e-08	2.673547e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111138059	647.80706641	-1.078566	0.33071121	4.268373e-05	0.0068760445	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111138063	645.22321524	-1.00627	0.43805297	0.0002612752	0.0189470699	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111138063	623.71125421	-1.021744	0.30757487	5.004007e-05	0.002943753	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111138112	289.89752915	-1.082637	0.29433362	1.878564e-05	0.001446028	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111138112	269.96107131	-1.065208	0.42762794	0.0001773987	0.0152201441	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111138209	113.33806325	-1.575399	0.4190958	2.420696e-06	0.0003205965	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111138209	108.52316258	-1.640459	0.54384593	1.963222e-05	0.0047609194	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111138274	186.25170744	-1.335939	0.2704912	7.851674e-08	3.972319e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111138274	175.40492485	-1.210059	0.37724807	4.136027e-05	0.0067594074	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111138334	607.14269715	-1.158576	0.25867238	1.108907e-06	0.0001906891	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111138334	574.3325859	-1.029166	0.39542504	0.00015186	0.0142111975	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111138395	95.29509908	-1.372358	0.46822771	5.036126e-05	0.0077308431	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111138395	106.90818813	-1.385256	0.33067476	1.539186e-06	0.0002374101	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
