gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	source_file
LOC111120093	210.29502636	-1.410707	0.34941528	3.926835e-06	0.0029107955	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120093	226.48468199	-1.48616	0.2771417	4.630822e-09	8.896895e-06	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120232	116.76380553	-1.216837	0.42861042	8.016489e-05	0.0096682291	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120232	114.64897832	-1.280404	0.2960475	1.395153e-06	0.000227689	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120551	117.51164109	-1.180564	0.28252609	3.246385e-06	0.0003891969	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120551	115.34217389	-1.027631	0.4553316	0.0002726331	0.01946255	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120563	329.49872982	-1.204915	0.27490886	1.423975e-06	0.0002278467	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120563	337.52060396	-1.142858	0.39293386	7.893702e-05	0.0096653957	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120567	58.45061309	-1.14054	0.55159794	0.0002980643	0.0204680036	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120567	53.55132571	-1.106152	0.38751456	0.0001109162	0.005224833	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120585	1783.8728191	-1.423851	0.32200133	5.367595e-07	0.000114379	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120585	1762.48445619	-1.439465	0.42301629	1.809465e-05	0.0046690827	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120598	157.3489036	-1.483222	0.36895557	3.498011e-06	0.0027203673	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120598	152.16579142	-1.418937	0.29866721	1.335027e-07	5.212635e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120600	330.01529426	-1.326841	0.28304809	2.617838e-07	7.525096e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120600	321.77338683	-1.284677	0.38335728	2.761452e-05	0.0058629809	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120729	443.26779786	-1.34848	0.34223209	4.106265e-06	0.0004535898	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120729	446.46767637	-1.493028	0.42383759	1.229886e-05	0.0042170644	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120808	750.29313649	-1.564961	0.29682783	4.972141e-09	8.896895e-06	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120808	722.8730734	-1.572352	0.36357917	1.006538e-06	0.0018446107	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120836	157.3222144	-1.029079	0.41176345	0.0001816059	0.0153442548	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120836	139.20792501	-1.015419	0.29944266	4.29882e-05	0.002658752	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120898	148.86896791	-1.291033	0.719298	0.0002304498	0.0180056428	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111120898	144.52344551	-1.732847	0.48947661	1.711948e-06	0.0002517758	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121136	85.72683842	-1.310284	0.31519258	3.303241e-06	0.0026606423	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121136	87.01057753	-1.278416	0.25249905	5.306139e-08	3.338042e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121229	643.22661074	-1.5424	0.30134632	1.238066e-08	1.491339e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121229	577.53127888	-1.409747	0.37883292	9.39949e-06	0.0037854769	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121360	170.01001945	-1.30463	0.26280937	7.845417e-08	3.972319e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121360	170.54804977	-1.225541	0.36033237	2.728466e-05	0.0058604857	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121368	165.00990754	-1.56126	0.35025137	2.332384e-07	7.314361e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121368	160.13717256	-1.532522	0.47259619	1.934361e-05	0.0047609194	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121393	361.97531965	-1.400884	0.30406823	2.743142e-07	7.625332e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121393	353.94810387	-1.346409	0.41543258	3.065096e-05	0.0060936647	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121477	99.08247134	-1.138161	0.29588257	1.04568e-05	0.0009248785	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121477	95.81143096	-1.093411	0.44834445	0.0001865853	0.0155278884	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121573	657.49073624	-1.548172	0.39750848	4.258699e-06	0.0029432763	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121573	714.07970936	-1.584515	0.31548336	1.587319e-08	1.825128e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121627	131.93289675	-1.24218	0.37662446	3.295238e-05	0.0062451676	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121627	135.71217255	-1.321195	0.27772519	1.955761e-07	6.781659e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121628	10.52497142	-1.354106	0.3684006	8.596376e-06	0.0008053849	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121628	11.73476232	-1.222161	0.58906283	0.0002410243	0.0181800066	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121830	142.12351837	-2.078805	0.53220016	5.467504e-07	0.0014580848	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121830	173.59538468	-2.399919	0.53878633	5.409495e-10	3.420965e-06	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121849	309.79006379	-1.272831	0.30583654	2.599845e-06	0.0003363038	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121849	283.72096673	-1.198476	0.44493406	0.0001053078	0.0112559532	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121880	198.18272459	-2.146833	0.57150751	5.41033e-08	3.338042e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121880	238.39561707	-2.151406	0.58844172	5.818633e-07	0.0014580848	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121973	114.94168696	-1.666325	0.34827464	3.046832e-08	2.657678e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111121973	110.65956618	-1.493052	0.47709619	2.645002e-05	0.0057458339	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111122033	41.45995634	-1.907155	0.40516549	8.405397e-09	1.250723e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111122033	50.14442648	-2.002681	0.44761075	1.340291e-07	0.0009099055	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111122197	100.02313835	-1.65482	0.33852878	2.014424e-08	2.038274e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111122197	96.46173502	-1.634143	0.4356826	4.865145e-06	0.0029432763	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111122253	29.86643942	-1.086218	0.4403908	0.0001800673	0.0153442548	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111122253	40.84082659	-1.152823	0.29205129	7.464079e-06	0.0007233082	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111122368	84.16012162	-1.301939	0.31109854	2.164065e-06	0.0003041233	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111122368	86.44117515	-1.340325	0.42655425	3.738386e-05	0.0065177369	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111122559	114.32597093	-1.215789	0.44002302	9.124161e-05	0.0105776595	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111122559	98.23433462	-1.334102	0.32986302	3.108879e-06	0.0003853712	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111122588	733.68004348	-1.154785	0.27497085	3.224197e-06	0.0003883775	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111122588	684.26654686	-1.056726	0.43925688	0.0002063616	0.0166593918	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111122642	395.32215727	-1.232688	0.27125951	6.8097e-07	0.0001356364	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111122642	396.87361272	-1.212842	0.37189007	3.70478e-05	0.0065177369	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111122684	106.88138079	-1.288345	0.51755943	0.0001199696	0.0121877223	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111122684	107.60257323	-1.230738	0.36296847	2.657881e-05	0.001831983	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123007	118.01682354	-1.566135	0.35278907	2.446174e-07	7.455232e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123007	116.05720556	-1.449152	0.506309	4.605275e-05	0.0073084466	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123030	30.08964581	-1.413945	0.69064589	0.0001240116	0.012485865	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123030	33.67700348	-1.406204	0.51359	4.339286e-05	0.002677233	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123228	59.91218493	-1.82452	0.48629048	5.380732e-07	0.000114379	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123228	61.58801105	-1.743375	0.62025155	1.610352e-05	0.0045132234	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123342	284.42382062	-1.232538	0.28068289	1.266943e-06	0.0002108461	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123342	297.34623765	-1.168201	0.39560111	7.05673e-05	0.0091362508	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123358	88.61936209	-1.634658	0.41046237	2.597263e-06	0.0024406696	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123358	96.1946874	-1.722793	0.32393474	1.53621e-09	6.476659e-06	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123416	383.41663381	1.484533	0.33330946	7.770706e-07	0.0017525273	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123416	377.06019118	1.017165	0.39776369	0.0002307334	0.008772182	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123556	258.44419158	-1.483989	0.36367148	2.89883e-06	0.0025145119	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123556	271.77292535	-1.496629	0.30221878	3.570575e-08	2.673547e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123734	1546.72327747	-1.11175	0.66925034	0.0004950136	0.0271834126	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123734	1633.80720842	-1.357858	0.42998225	2.730476e-05	0.001869763	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123791	382.90790857	-1.417375	0.30349111	1.932727e-07	6.781659e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123791	376.63959018	-1.380704	0.40288595	1.962534e-05	0.0047609194	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123910	350.68588357	-1.106712	0.27413176	6.234028e-06	0.0006358709	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111123910	366.38008282	-1.009401	0.43738148	0.0002558237	0.0188300655	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124221	132.34217187	-1.535452	0.33301811	1.404623e-07	5.267932e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124221	128.74037284	-1.583754	0.41760524	5.076116e-06	0.0029432763	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124373	47.39534095	-1.212449	0.31798123	9.519302e-06	0.0008652727	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124373	47.01163118	-1.071498	0.48959459	0.0002857637	0.0199725753	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124536	392.08808623	1.22272	0.38085622	4.03884e-05	0.0067227124	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124536	316.94774508	1.250653	0.27865116	8.09919e-07	0.0001506449	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124606	180.8392437	-1.276089	0.26839499	2.342122e-07	7.314361e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124606	175.7247858	-1.15361	0.38607678	6.745599e-05	0.0090019823	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124623	34.92560113	1.12687	0.88969926	0.0002776427	0.0196908041	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124623	26.45074719	1.206058	0.71638757	0.0002245014	0.008656994	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124684	499.24387776	-1.868775	0.32645046	6.202683e-11	7.845153e-07	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124684	481.20214519	-1.843814	0.37772852	4.219165e-08	0.0004757742	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124887	544.1680657	-1.376529	0.28203398	8.782937e-08	4.16799e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124887	554.94984804	-1.36487	0.37301308	1.201986e-05	0.0042170644	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124904	129.88480072	-1.075039	0.24709793	2.220812e-06	0.0003086684	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124904	129.80387119	-1.092086	0.35099251	5.69493e-05	0.0082331894	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124913	479.49209673	-1.076241	0.38190481	9.966567e-05	0.0108065383	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124913	529.2468796	-1.20268	0.25441863	3.384481e-07	9.107854e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124944	251.09198639	-1.491298	0.38123952	4.700663e-06	0.0029432763	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124944	205.77225581	-1.570041	0.3050677	9.24857e-09	1.299732e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124952	48.77430387	-1.283228	0.31588437	3.522782e-06	0.0004050559	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111124952	53.39679735	-1.223453	0.48866017	0.0001354683	0.0132750216	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125001	509.8636021	-1.221377	0.40233088	5.627871e-05	0.0081887339	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125001	540.82562181	-1.266897	0.28085987	6.985695e-07	0.0001369846	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125074	133.5838763	-1.481048	0.38086737	5.140655e-06	0.0029432763	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125074	135.71607879	-1.537219	0.30427151	1.773152e-08	1.868903e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125265	38.17104249	-1.435861	1.01402625	1.284799e-05	0.0042170644	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125265	27.26951294	-1.969043	1.15199439	5.983235e-06	0.0006127608	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125323	345.22142404	-1.151298	0.26836239	2.346145e-06	0.0003158021	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125323	347.85920241	-1.028042	0.42066676	0.0001997446	0.0164186568	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125330	502.09944122	-1.107124	0.36618051	6.646263e-05	0.0089756392	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125330	453.47406907	-1.097986	0.30035873	1.93798e-05	0.00146064	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125463	267.87182166	-1.04539	0.4606218	0.0002612284	0.0189470699	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125463	259.74576279	-1.000746	0.31599811	7.276591e-05	0.003834763	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125479	105.06289683	-1.456452	0.32533944	3.690033e-07	9.428592e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125479	114.10600422	-1.408175	0.45358142	3.44162e-05	0.0064147823	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125484	372.59972385	-1.89174	0.34698861	2.374315e-10	2.002023e-06	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125484	345.27781291	-1.794456	0.40964157	4.142166e-07	0.0014580848	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125735	85.30108202	-1.070188	0.38711298	0.0001102582	0.0116198733	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125735	92.72004973	-1.153351	0.25835319	1.19285e-06	0.0001998301	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125740	294.08915294	-1.292333	0.37517384	2.238698e-05	0.005151974	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125740	295.28891723	-1.350691	0.28468644	1.843276e-07	6.661073e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125764	205.43527509	-1.244745	0.38556276	3.771488e-05	0.0065177369	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125764	242.34066944	-1.317417	0.28105282	2.718145e-07	7.625332e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125770	60.0967187	-1.177729	0.71971119	0.0002595347	0.009556318	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125770	77.84601474	-1.081165	0.88213374	0.0003480521	0.0222643841	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125809	283.68463788	-1.170254	0.4325591	0.0001080231	0.0114917184	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125809	312.78888349	-1.253145	0.28911206	1.476072e-06	0.0002319174	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125817	234.55927486	-1.268889	0.59902314	0.0002008927	0.0164186568	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125817	291.37074965	-1.320079	0.40278505	2.500532e-05	0.00175754	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125839	295.54848063	-1.245819	0.24630691	6.10582e-08	3.591926e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125839	285.55091495	-1.200912	0.31713248	1.144411e-05	0.0042170644	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125849	16.06580458	-1.0031	0.80777454	0.0007017268	0.0333179866	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125849	19.45649644	-1.068266	0.6297445	0.0005242534	0.01551054	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125885	126.20766483	-1.01014	0.6109628	0.0006750026	0.0325284896	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111125885	109.213508	-1.14472	0.40144165	0.0001006013	0.004861411	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126074	9.1610635	1.576164	0.41681539	5.334979e-06	0.0029432763	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126074	6.77970558	1.437033	0.38416152	5.079255e-06	0.000546744	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126081	176.29449108	-1.220231	0.39391932	5.028619e-05	0.0077308431	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126081	182.97689138	-1.267847	0.28228501	7.542967e-07	0.0001423932	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126154	179.45733779	-1.270239	0.3014663	2.18277e-06	0.0003050572	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126154	175.83468844	-1.215898	0.42758048	7.96561e-05	0.0096653957	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126189	28.09744608	-1.201859	0.40746245	7.108627e-05	0.003763076	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126189	27.07175519	-1.046476	0.64549605	0.0006296978	0.0312122532	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126248	89.76134112	-1.143617	0.47028664	0.0001971061	0.007914278	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126248	95.99111458	-1.131344	0.66091125	0.0004476732	0.0262243462	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126318	9.61736424	-1.28114	0.94434473	8.667369e-05	0.0101282477	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126318	12.87868239	-1.572762	0.74289312	2.762826e-05	0.001873685	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126421	139.48656138	-1.128342	0.73962535	0.0004793	0.0271834126	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126421	171.80270837	-1.423932	0.49450597	3.262257e-05	0.002137877	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126493	130.86517989	1.708827	0.50987637	8.887265e-06	0.0037854769	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126493	106.08568066	1.695075	0.39395197	1.957073e-07	6.781659e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126510	148.57432648	-1.202358	0.42503204	8.349362e-05	0.0099106929	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126510	151.5348806	-1.350439	0.28664713	2.145314e-07	7.146248e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126580	818.50976176	-1.708468	0.3771381	7.180076e-08	3.864408e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126580	721.01804025	-1.627383	0.47718335	1.05493e-05	0.004102041	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126757	540.49084411	-1.142838	0.29562635	9.77802e-06	0.0008771092	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126757	467.41434229	-1.486179	0.28273864	1.849109e-08	0.0004170295	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126787	12.78787302	-1.358102	0.62504326	9.404266e-05	0.004657119	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126787	13.19383179	-1.057477	0.8563657	0.0004533672	0.0264206454	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126847	346.25427862	-1.334398	0.41191566	3.148731e-05	0.0061590427	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126847	347.67946654	-1.361466	0.30320114	5.31837e-07	0.000114379	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126863	48.88645931	-1.53567	0.39087926	4.001005e-06	0.0029107955	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126863	55.85969769	-1.653981	0.30873578	1.913893e-09	6.916263e-06	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126915	157.83758504	-1.583521	0.47292185	1.365127e-05	0.0042760696	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111126915	129.30008704	-1.04987	0.52959836	0.0004803818	0.01466042	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111127315	247.9368568	-1.197627	0.29218433	4.072762e-06	0.0004518622	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111127315	269.27197638	-1.112592	0.45135839	0.0001741281	0.0151229204	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111127536	362.64163444	-1.225364	0.27197185	8.190575e-07	0.0001512327	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111127536	358.64140099	-1.188595	0.38321795	5.221792e-05	0.0079572342	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111127575	48.72546599	-1.297859	0.29021891	7.339449e-07	0.0001411406	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111127575	42.43008448	-1.212264	0.3901809	5.000829e-05	0.0077308431	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111127614	30.72652783	-1.259743	0.30002467	2.383196e-06	0.0003189699	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111127614	26.81425542	-1.117666	0.49387022	0.0002364752	0.0181327899	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111127659	89.46383792	-1.392827	0.28350336	7.021427e-08	3.861174e-05	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111127659	84.45584545	-1.402291	0.358278	5.734877e-06	0.0030794923	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111127768	209.88242407	-1.017867	0.39803946	0.000165899	0.0147387083	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111127768	219.75609797	-1.164997	0.26392475	1.411156e-06	0.0002278467	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111127860	32.34593483	-1.721097	0.92675322	7.302065e-06	0.0035039037	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111127860	27.66481281	-2.057425	0.99431013	3.123067e-06	0.0003853712	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111127943	80.31606405	-1.031057	0.22986697	1.427268e-06	0.0002278467	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111127943	83.31714428	-1.037944	0.33731088	6.315766e-05	0.0086853337	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111128432	420.06446131	-1.161707	0.50529437	0.0002068297	0.0166593918	study5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111128432	335.75623062	-1.209075	0.33127072	1.504977e-05	0.001220189	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
LOC111128710	14.32587408	-1.175667	0.31416143	1.284482e-05	0.001090344	study4and5_D26_treatment_control_inj_block.deseq2.results_filtered.tsv
