feature,coefficient
LOC111103066,-7.959822212733456
LOC111133512,3.395360812969939
LOC111109496,-3.8025564368609217
LOC111116766,-1.6934923520322092
LOC111125640,1.0627404558522313
LOC111102778,3.7848767745855776
INTERCEPT,-2.0526032163126136
