feature,coefficient
LOC111103066,-3.61891625468618
LOC111133512,2.5923927294537314
LOC111109496,-2.4670077963625383
LOC111116766,3.093628952283796
LOC111125640,1.4180206605594214
LOC111102778,1.177534149507852
INTERCEPT,-0.06190541124534705
