feature,coefficient
LOC111103066,-5.767738598104116
LOC111133512,1.9655565385269205
LOC111109496,-2.2877132341655146
LOC111116766,2.0765053833371665
LOC111125640,4.070617859494451
LOC111102778,1.8071482762826894
INTERCEPT,-0.9323286787962254
