feature,coefficient
LOC111110104,-0.4592727626928141
LOC111131034,0.9798873631233029
LOC111120183,-0.5978858613566072
LOC111106307,-0.6490962868377277
LOC111121995,-2.6356817318568093
LOC111136229,-0.3255330823831288
INTERCEPT,-0.4922047131312921
