feature,coefficient
LOC111103066,-6.562158994250745
LOC111133512,4.505355233216721
LOC111109496,-3.4676710015855536
LOC111116766,-2.005121713280259
LOC111125640,2.361995194652482
LOC111102778,3.577895500339071
INTERCEPT,-1.994820131091355
