feature,coefficient
LOC111103066,-7.738238091169065
LOC111133512,3.530032068523835
LOC111109496,-3.376523138018147
LOC111116766,-1.4871502699646937
LOC111125640,1.4882429964623747
LOC111102778,3.8483543385519208
INTERCEPT,-1.8302074596171194
