gene,coef
LOC111102778,1.8870940604953623
LOC111103896,1.419790346220299
LOC111133512,24.05273970192399
LOC111128352,6.791155741476851
LOC111100483,-0.9572789360319071
LOC111131490,29.728513865791562
Intercept,23.339265955955195
