feature,coefficient
LOC111103896,-0.4637776183818194
LOC111102778,1.1018580304080061
LOC111101829,-1.0236876283926963
LOC111128352,-1.585005654760936
LOC111099596,0.7818091221236917
LOC111124800,-1.2698401107937696
INTERCEPT,0.15081865778023493
