feature,coefficient
LOC111103066,-6.779806928114688
LOC111133512,4.568524458802264
LOC111109496,-3.1780253517364216
LOC111116766,-2.2666110968428814
LOC111125640,2.33223750277807
LOC111102778,3.274691899350422
INTERCEPT,-1.9295994961239595
