feature,coefficient
LOC111103066,-7.631999644880961
LOC111133512,4.5368077244402345
LOC111109496,-3.523722967517694
LOC111116766,-1.5452127143342838
LOC111125640,1.4485905066333162
LOC111102778,4.240204339470547
INTERCEPT,-1.9185671831318785
